datetime;tair;prec;rh;rs;u10;pair;tdew
2016-07-28 08:00:00;21.5;0.1;64.7;515;1.8;1008.5;14.6
2016-07-28 09:00:00;22.3;0;57.7;492;2.2;1008.8;13.6
2016-07-28 10:00:00;22.8;0;55;468;2.4;1008.8;13.3
2016-07-28 11:00:00;23.1;0;53.4;446;3;1008.8;13.2
2016-07-28 12:00:00;23.2;0;52.1;388;2.9;1008.3;12.9
2016-07-28 13:00:00;24.3;0;49.4;518;2.2;1008.4;13.1
2016-07-28 14:00:00;23.7;0.4;51.8;292;1.9;1008.3;13.3
2016-07-28 15:00:00;22.2;0.4;70.7;446;1;1007.6;16.6
2016-07-28 16:00:00;25.4;0;50.6;442;1;1007.6;14.5
2016-07-28 17:00:00;24.9;0;51.2;217;0.6;1007.3;14.2
2016-07-28 18:00:00;23.9;0;55.4;86;0.2;1006.7;14.5
2016-07-28 19:00:00;21.1;0;70.5;14;0;1006.1;15.6
2016-07-28 20:00:00;19;0;86.6;1;0;1006.1;16.8
2016-07-28 21:00:00;19.1;1;88.8;2;0.1;1006.1;17.3
2016-07-28 22:00:00;18.4;0.2;94.4;1;0.7;1006.1;17.5
2016-07-28 23:00:00;17.5;5.4;94.8;1;1.4;1005.9;16.7
2016-07-29 00:00:00;16.6;0.9;95.3;1;0.8;1005.5;15.9
2016-07-29 01:00:00;16.6;0;96.2;1;0.7;1005.5;16.1
2016-07-29 02:00:00;16.5;0;96.5;1;0.3;1005.1;16.1
2016-07-29 03:00:00;16.5;0.9;96.5;1;0.5;1005;16
2016-07-29 04:00:00;16.2;0;96.6;5;0.4;1005;15.7
2016-07-29 05:00:00;16;0;96.6;43;0.4;1005;15.6
2016-07-29 06:00:00;17.5;0;96.4;229;1;1004.9;17
2016-07-29 07:00:00;19.2;0;86.8;357;2.3;1004.4;17
2016-07-29 08:00:00;19.8;0;81.4;278;2.2;1004.4;16.6
2016-07-29 09:00:00;20.9;0;72.9;418;2.4;1004.8;15.9
2016-07-29 10:00:00;22.3;0;63.3;647;2.8;1004.9;15
2016-07-29 11:00:00;23.6;0;49.7;716;2.9;1004.9;12.5
2016-07-29 12:00:00;25;0;43.3;891;3.3;1004.9;11.7
2016-07-29 13:00:00;24.9;0;41.7;495;2.8;1004.7;11.1
2016-07-29 14:00:00;21.8;0.4;62.3;264;2.4;1003.9;14
2016-07-29 15:00:00;23.9;0;55.2;443;1.9;1003.7;14.4
2016-07-29 16:00:00;24.7;0;50;402;1.8;1003.8;13.7
2016-07-29 17:00:00;24.9;0;48.4;193;1.3;1003.6;13.3
2016-07-29 18:00:00;24.1;0;49.2;85;1.5;1002.9;12.9
2016-07-29 19:00:00;22.9;0;51.8;33;1.4;1002.7;12.5
2016-07-29 20:00:00;20.2;0;63;0;1.1;1002.7;13
2016-07-29 21:00:00;18.9;0;72.5;0;0.7;1002.7;13.9
2016-07-29 22:00:00;18.2;0;80.2;1;0.2;1002.7;14.8
2016-07-29 23:00:00;18.6;0;82.4;1;0.7;1002.9;15.6
2016-07-30 00:00:00;18.6;0;87.2;1;1.4;1003.1;16.5
2016-07-30 01:00:00;18.6;0;88;1;0.9;1003.3;16.7
2016-07-30 02:00:00;17.5;0;91.9;0;0.6;1003.3;16.3
2016-07-30 03:00:00;16.8;0;95.2;0;0.4;1003.3;16.1
2016-07-30 04:00:00;16.2;0;96;12;0.6;1003.3;15.6
2016-07-30 05:00:00;17;0;96.1;53;1.1;1003.3;16.4
2016-07-30 06:00:00;18.2;0;86.6;130;1.9;1003.3;16
2016-07-30 07:00:00;19.2;0;75.4;183;2.1;1003.7;14.8
2016-07-30 08:00:00;20.5;0;65.3;324;2.6;1003.8;13.8
2016-07-30 09:00:00;21.1;0;59.3;300;2.3;1003.8;12.9
2016-07-30 10:00:00;21.6;0;54.6;335;3.1;1004.4;12.1
2016-07-30 11:00:00;21.5;0;56.3;209;2.3;1004.3;12.5
2016-07-30 12:00:00;22.6;0;53.2;541;2.5;1004.4;12.6
2016-07-30 13:00:00;23.9;0;46.3;652;2.6;1004.6;11.8
2016-07-30 14:00:00;24.6;0;46.8;660;2.4;1004.4;12.5
2016-07-30 15:00:00;24.8;0;44.3;437;2.5;1004.3;11.9
2016-07-30 16:00:00;24.4;0;44.4;239;2.3;1003.8;11.6
2016-07-30 17:00:00;24;0;43.9;187;2.6;1003.6;11
2016-07-30 18:00:00;23.6;0;46.3;115;2;1003.3;11.5
2016-07-30 19:00:00;21.7;0;52.8;21;1.2;1003.3;11.7
2016-07-30 20:00:00;18.6;0;68.4;0;0.2;1003.3;12.7
2016-07-30 21:00:00;17.7;0;75.6;0;0.7;1003.8;13.4
2016-07-30 22:00:00;16.9;0;82.6;0;0.4;1003.8;14
2016-07-30 23:00:00;15.7;0;89.2;0;0.1;1003.8;14
2016-07-31 00:00:00;14.7;0;93.6;0;0;1004.4;13.7
2016-07-31 01:00:00;14.1;0;95.7;0;0;1004.4;13.4
2016-07-31 02:00:00;13.9;0;96.5;0;0;1004.4;13.4
2016-07-31 03:00:00;13.3;0;96.9;0;0;1004.4;12.9
2016-07-31 04:00:00;13.4;0;97.3;8;0;1004.4;13.1
2016-07-31 05:00:00;14.6;0;97.3;57;0;1004.4;14.3
2016-07-31 06:00:00;17.9;0;87.6;160;0.9;1003.8;15.8
2016-07-31 07:00:00;19.7;0;69.6;266;0.9;1003.8;14
2016-07-31 08:00:00;21.8;0;58.6;438;1.4;1004.1;13.4
2016-07-31 09:00:00;22.3;0;55.7;407;1.3;1004.3;13
2016-07-31 10:00:00;23.6;0;50.1;598;1.3;1004.4;12.6
2016-07-31 11:00:00;24.5;0;47.5;596;1.3;1004.3;12.7
2016-07-31 12:00:00;25;0;45.2;493;1.3;1004.1;12.3
2016-07-31 13:00:00;26.2;0;42.6;676;1.4;1003.7;12.5
2016-07-31 14:00:00;26.3;0;41.8;570;1.9;1003.6;12.4
2016-07-31 15:00:00;24.6;0;45.5;162;2.1;1002.9;12
2016-07-31 16:00:00;22.1;0;59.9;298;3.1;1002.2;14
2016-07-31 17:00:00;21.8;0;64.5;140;2;1002.1;14.9
2016-07-31 18:00:00;21.2;0;64.5;39;1.4;1002.1;14.4
2016-07-31 19:00:00;20.3;0;66.4;5;1.4;1002.1;13.9
2016-07-31 20:00:00;18.2;6.1;84.9;1;1.6;1003.1;15.6
2016-07-31 21:00:00;16.9;0;95;1;2.3;1003.6;16.1
2016-07-31 22:00:00;16.6;0.1;95.8;1;2.8;1004.3;16
2016-07-31 23:00:00;16.5;0;95.8;1;1.8;1005;15.9
2016-08-01 00:00:00;15.7;0;94.8;0;2.7;1005.3;14.9
2016-08-01 01:00:00;14.9;0;95.4;0;1.5;1005.9;14.3
2016-08-01 02:00:00;13.9;0;96.1;0;0.8;1006.1;13.4
2016-08-01 03:00:00;13.4;0;97;0;1;1006.4;13
2016-08-01 04:00:00;14.1;0;97.3;7;1.7;1006.9;13.8
2016-08-01 05:00:00;14.1;0;97.3;43;1.8;1007.7;13.7
2016-08-01 06:00:00;15.2;0;90.1;218;2.5;1008.2;13.6
2016-08-01 07:00:00;16.4;0;75.4;353;2.6;1008.3;12.1
2016-08-01 08:00:00;17.2;0;65;490;3.6;1008.4;10.6
2016-08-01 09:00:00;18.3;0;55.7;621;3.8;1008.9;9.3
2016-08-01 10:00:00;19;0;51.2;753;3.7;1009.2;8.7
2016-08-01 11:00:00;20;0;45.7;780;3.3;1009.5;8
2016-08-01 12:00:00;19.8;0;46.4;408;3.1;1009.7;8
2016-08-01 13:00:00;20;0;48.6;495;2.8;1009.6;8.9
2016-08-01 14:00:00;21.4;0;43.8;625;3;1009.9;8.7
2016-08-01 15:00:00;21.6;0;40.2;498;3.8;1009.7;7.6
2016-08-01 16:00:00;21.1;0;40.9;329;3.5;1009.4;7.4
2016-08-01 17:00:00;21.2;0;41;300;3;1009.3;7.5
2016-08-01 18:00:00;20.2;0;43.2;98;1.8;1009.4;7.4
2016-08-01 19:00:00;18.3;0;50;17;1.2;1009.4;7.8
2016-08-01 20:00:00;16;0;58.3;0;0.6;1009.4;7.8
2016-08-01 21:00:00;13.7;0;75.4;0;0;1009.6;9.5
2016-08-01 22:00:00;12.7;0;85.2;0;0;1009.9;10.3
2016-08-01 23:00:00;12.9;0;87.6;0;0;1009.9;10.9
2016-08-02 00:00:00;12.7;0;87.1;0;0;1009.9;10.6
2016-08-02 01:00:00;11.7;0;90.8;0;0.1;1009.9;10.3
2016-08-02 02:00:00;10.9;0;94.4;0;0;1010;10.1
2016-08-02 03:00:00;10.4;0;95.9;0;0;1010;9.8
2016-08-02 04:00:00;10.1;0;96.7;6;0;1010;9.7
2016-08-02 05:00:00;11.3;0;97.3;57;0.1;1010;10.9
2016-08-02 06:00:00;14.5;0;86.2;175;0.9;1009.8;12.2
2016-08-02 07:00:00;15.4;0;77.3;105;1.6;1009.4;11.5
2016-08-02 08:00:00;15.5;0;78.9;147;1.5;1009.4;11.9
2016-08-02 09:00:00;16.3;0;76.5;230;1.3;1009.4;12.2
2016-08-02 10:00:00;17.3;0;75;260;1.4;1008.9;12.9
2016-08-02 11:00:00;18;0;70.3;349;2.2;1008.6;12.6
2016-08-02 12:00:00;18.3;0;67.2;264;2.3;1008.2;12.2
2016-08-02 13:00:00;17.8;0;68.9;162;2;1007.7;12.1
2016-08-02 14:00:00;17.2;0;74.9;110;1.6;1007.7;12.8
2016-08-02 15:00:00;18;0;74.5;230;0.9;1007.3;13.4
2016-08-02 16:00:00;18.4;0;69.5;113;1.3;1007.2;12.8
2016-08-02 17:00:00;18.4;0;68.3;88;1.4;1007;12.5
2016-08-02 18:00:00;17.6;0;76.9;36;0.9;1006.7;13.6
2016-08-02 19:00:00;16.9;0;83.2;9;0.4;1006.9;14
2016-08-02 20:00:00;16.2;0;89.4;1;0.3;1007.2;14.6
2016-08-02 21:00:00;16;0;92.7;1;0.1;1007.2;14.9
2016-08-02 22:00:00;15.7;0;94.6;1;0.1;1007.2;14.9
2016-08-02 23:00:00;15.3;0;96.1;1;0.4;1007.2;14.7
2016-08-03 00:00:00;15.1;0;96.5;1;0.1;1007.2;14.6
2016-08-03 01:00:00;14.6;0;96.8;0;0.2;1007.2;14.2
2016-08-03 02:00:00;14.3;0;97.3;0;0.2;1007.2;14
2016-08-03 03:00:00;14.4;0;97.3;1;0.6;1007.2;14.1
2016-08-03 04:00:00;14;0;97.3;11;0.4;1007.2;13.6
2016-08-03 05:00:00;14.8;0;97.3;48;0.8;1006.8;14.4
2016-08-03 06:00:00;15.7;0;96.2;75;0.9;1006.2;15.2
2016-08-03 07:00:00;17.3;0;86;138;1.4;1005.3;15
2016-08-03 08:00:00;18.5;0;80.1;202;1.6;1004.9;15.1
2016-08-03 09:00:00;18.7;0;80.8;130;2;1004.7;15.4
2016-08-03 10:00:00;18.9;0;81.9;145;2.3;1004.4;15.8
2016-08-03 11:00:00;20;0;79.5;258;2;1004;16.4
2016-08-03 12:00:00;21.1;0;71.9;198;2.2;1003.8;15.9
2016-08-03 13:00:00;21.4;0;71.7;230;2.7;1003.4;16.1
2016-08-03 14:00:00;21.6;0;70.9;197;2.9;1003.2;16.1
2016-08-03 15:00:00;22.2;0;69.3;179;2.7;1002.8;16.3
2016-08-03 16:00:00;22.2;0;68.4;125;3.7;1002.5;16.1
2016-08-03 17:00:00;21.8;0;71.6;80;2.9;1002.1;16.5
2016-08-03 18:00:00;21.4;0;74.5;32;2.2;1002.1;16.8
2016-08-03 19:00:00;21.1;0;77.1;9;2.7;1002.2;17
2016-08-03 20:00:00;20.1;0;83.4;0;2.9;1002.8;17.2
2016-08-03 21:00:00;19.2;0;93;1;2.1;1002.8;18.1
2016-08-03 22:00:00;18.8;0.1;94.6;1;1.8;1002.8;18
2016-08-03 23:00:00;18.6;0;95.9;1;1.5;1002.8;18
2016-08-04 00:00:00;18.4;0;96.5;1;1.8;1002.8;17.9
2016-08-04 01:00:00;18.3;0;96.5;1;1.5;1002.8;17.8
2016-08-04 02:00:00;18;0;96.5;1;1.4;1002.8;17.5
2016-08-04 03:00:00;17.8;0;96.5;1;1.1;1002.8;17.3
2016-08-04 04:00:00;17;0;96.5;7;0.9;1002.8;16.6
2016-08-04 05:00:00;17.5;0;96.6;51;1.4;1002.8;17
2016-08-04 06:00:00;18.5;0;95.1;135;1.6;1002.8;17.7
2016-08-04 07:00:00;20.9;0;79;281;2.6;1002.7;17.2
2016-08-04 08:00:00;22;0;71.3;365;2.6;1002.7;16.6
2016-08-04 09:00:00;23;0;64.8;277;2.7;1003.2;16
2016-08-04 10:00:00;22.5;0.2;66.8;158;2.3;1002.8;16.1
2016-08-04 11:00:00;21.3;0.4;81.8;121;2;1002.7;18.1
2016-08-04 12:00:00;20;0.1;86.6;224;2.5;1003.1;17.8
2016-08-04 13:00:00;21;0;73.8;157;2.1;1003.3;16.2
2016-08-04 14:00:00;21.3;0;74.6;164;1.7;1003.3;16.7
2016-08-04 15:00:00;20.6;0.1;73.8;66;2.7;1003.3;15.9
2016-08-04 16:00:00;19.3;0.4;83.7;53;1.7;1003.3;16.5
2016-08-04 17:00:00;18.6;0;88.5;59;1.5;1003.3;16.8
2016-08-04 18:00:00;18.4;0.1;90.9;56;0.9;1003.3;16.9
2016-08-04 19:00:00;17.3;0;93.8;8;0.5;1003.3;16.3
2016-08-04 20:00:00;16.5;0;96.3;1;0.4;1003.3;16
2016-08-04 21:00:00;16.5;0;96.5;1;0.2;1003.5;16
2016-08-04 22:00:00;16.4;0;96.6;1;0;1003.6;16
2016-08-04 23:00:00;16.3;0;96.6;1;0;1003.8;15.9
2016-08-05 00:00:00;16.4;0.3;96.6;1;0;1003.8;16
2016-08-05 01:00:00;16.5;1;96.6;1;0.3;1004.4;16
2016-08-05 02:00:00;16.2;1.7;96.6;1;0.9;1005;15.7
2016-08-05 03:00:00;15.3;2.2;96.6;1;1.3;1005;14.8
2016-08-05 04:00:00;14.9;2.4;96.6;1;1.1;1005;14.4
2016-08-05 05:00:00;14.5;1.4;96.6;8;0.8;1005;14
2016-08-05 06:00:00;14.6;0.3;96.6;21;0;1005.3;14.1
2016-08-05 07:00:00;15.1;0.1;96.6;60;0.5;1005.5;14.6
2016-08-05 08:00:00;15.5;0.2;96.6;105;0.5;1006.1;15
2016-08-05 09:00:00;16.3;0;94.5;211;0.7;1006.1;15.5
2016-08-05 10:00:00;17.6;0;83.8;320;1;1006.5;14.8
2016-08-05 11:00:00;19.1;0;72.7;395;1.3;1007.1;14.2
2016-08-05 12:00:00;19.7;0;68.4;310;1.3;1007.2;13.8
2016-08-05 13:00:00;20.2;0;65.8;305;1.3;1007.2;13.6
2016-08-05 14:00:00;18.9;0.6;73.9;94;1.5;1007.6;14.1
2016-08-05 15:00:00;19.9;0;78.8;420;0.9;1007.8;16
2016-08-05 16:00:00;21.6;0;60.4;302;1.6;1008.2;13.7
2016-08-05 17:00:00;22;0;55.7;206;1.4;1008.2;12.8
2016-08-05 18:00:00;20.8;0;60.6;73;0.8;1008.2;13
2016-08-05 19:00:00;18.6;0;74.2;15;0.5;1008.6;13.9
2016-08-05 20:00:00;18;0;77.2;1;0.8;1009;14
2016-08-05 21:00:00;16.6;0;86.2;0;0.5;1009.6;14.3
2016-08-05 22:00:00;15.9;0;91;1;0.8;1010.2;14.5
2016-08-05 23:00:00;16.4;0;91;1;1.1;1010.7;15
2016-08-06 00:00:00;16.6;0;90.6;0;1.4;1011.1;15.1
2016-08-06 01:00:00;16.4;0;90.3;0;1.3;1011.4;14.9
2016-08-06 02:00:00;16.3;0;90.1;0;1.9;1012.1;14.8
2016-08-06 03:00:00;15.7;0;90.7;0;1.5;1012.8;14.2
2016-08-06 04:00:00;14.1;0;94.8;2;0.9;1012.8;13.4
2016-08-06 05:00:00;13.9;0;96.8;56;1.1;1013.5;13.4
2016-08-06 06:00:00;16;0;87.1;205;2.1;1013.9;13.9
2016-08-06 07:00:00;17.2;0;76;313;2.8;1013.9;13
2016-08-06 08:00:00;17.8;0;69.6;302;3;1014.3;12.2
2016-08-06 09:00:00;18.3;0;65.4;367;3.1;1014.9;11.7
2016-08-06 10:00:00;18.3;0;64.3;263;3;1015.2;11.5
2016-08-06 11:00:00;18.6;0;61.6;367;3;1015.6;11.2
2016-08-06 12:00:00;19.8;0;54.8;574;3.5;1015.6;10.5
2016-08-06 13:00:00;20.7;0;52.3;627;3.3;1015.6;10.6
2016-08-06 14:00:00;22.1;0;47.3;733;3.4;1015.5;10.4
2016-08-06 15:00:00;22.3;0;45.2;428;4;1015.3;9.9
2016-08-06 16:00:00;19.8;0;55.8;278;2.8;1015.5;10.8
2016-08-06 17:00:00;19.9;0;55.4;137;2.4;1015.5;10.8
2016-08-06 18:00:00;18.9;0;55;65;2.2;1015.5;9.7
2016-08-06 19:00:00;17.2;0;61.6;10;1.3;1016;9.8
2016-08-06 20:00:00;16.6;0;69.1;1;1.3;1016.6;11
2016-08-06 21:00:00;16.3;0;71.5;0;1.3;1017.2;11.2
2016-08-06 22:00:00;14.6;0;83.5;0;1.1;1017.5;11.9
2016-08-06 23:00:00;13.2;0;91.8;0;0.8;1018.3;12
2016-08-07 00:00:00;12.3;0;94.6;0;0.6;1018.5;11.5
2016-08-07 01:00:00;11.9;0;95.7;0;0.8;1018.6;11.3
2016-08-07 02:00:00;11.1;0;96.8;0;0.6;1018.8;10.7
2016-08-07 03:00:00;11.3;0;97.3;0;0.6;1018.9;10.9
2016-08-07 04:00:00;11.6;0;97.3;3;0.7;1018.9;11.2
2016-08-07 05:00:00;11.7;0;97.3;40;0.6;1019;11.3
2016-08-07 06:00:00;13.7;0;96.7;158;1;1019.4;13.3
2016-08-07 07:00:00;16.5;0;81.3;376;1.7;1019.2;13.3
2016-08-07 08:00:00;18.5;0;63.9;529;2.7;1019.5;11.5
2016-08-07 09:00:00;19.1;0;56.2;492;2.6;1019.8;10.2
2016-08-07 10:00:00;20.1;0;51.1;612;2.9;1019.5;9.7
2016-08-07 11:00:00;21;0;47.8;834;3.2;1019.5;9.6
2016-08-07 12:00:00;22.3;0;44.2;886;3.1;1019.3;9.5
2016-08-07 13:00:00;22.9;0;41.9;735;2.6;1018.8;9.4
2016-08-07 14:00:00;23.7;0;40;645;2.1;1018.5;9.4
2016-08-07 15:00:00;24.5;0;37.1;597;2.3;1018.2;9
2016-08-07 16:00:00;24.9;0;35.6;445;2.3;1017.7;8.7
2016-08-07 17:00:00;25;0;34;284;2.3;1017;8.1
2016-08-07 18:00:00;22.8;0;37.5;50;1.2;1015.8;7.6
2016-08-07 19:00:00;19.9;0;51.5;14;0;1015;9.6
2016-08-07 20:00:00;17.6;0;63.5;0;0;1014.6;10.6
2016-08-07 21:00:00;16.2;0;72.1;0;0.1;1014.4;11.3
2016-08-07 22:00:00;15.6;0;77.7;0;0.1;1014.3;11.8
2016-08-07 23:00:00;15.3;0;81.5;0;0.1;1013.9;12.2
2016-08-08 00:00:00;14.8;0;83.3;0;0.2;1013.8;12.1
2016-08-08 01:00:00;14;0;87.6;0;0;1013.4;12
2016-08-08 02:00:00;14.4;0;85.6;1;0.2;1012.7;12.1
2016-08-08 03:00:00;14.1;0;86.8;0;0.1;1012.2;12
2016-08-08 04:00:00;13.8;0;90.2;3;0.4;1011.6;12.3
2016-08-08 05:00:00;15.6;0;85.8;39;0.8;1011.6;13.3
2016-08-08 06:00:00;17.4;0;77.9;92;1.4;1010.8;13.5
2016-08-08 07:00:00;19.2;0;70.9;132;1.5;1010.3;13.9
2016-08-08 08:00:00;21.2;0;64;216;2.4;1009.7;14.2
2016-08-08 09:00:00;23.7;0;58.1;581;3.3;1009.4;15
2016-08-08 10:00:00;24.9;0;53.5;588;3.4;1009.4;14.9
2016-08-08 11:00:00;26.5;0;48.1;696;3.9;1008.9;14.7
2016-08-08 12:00:00;26.9;0;44.1;537;4;1008.6;13.7
2016-08-08 13:00:00;27;0;42.7;528;3.7;1008.4;13.3
2016-08-08 14:00:00;27.5;0;38.8;640;3.7;1008.4;12.3
2016-08-08 15:00:00;27.3;0;38.1;598;4;1008.2;11.9
2016-08-08 16:00:00;26.5;0;39.8;434;3.8;1008.6;11.8
2016-08-08 17:00:00;23.4;0;46.2;88;4.3;1008.3;11.2
2016-08-08 18:00:00;20.9;0;56.7;32;4.3;1008.2;12
2016-08-08 19:00:00;19.5;0;62.4;5;2.7;1008.8;12.2
2016-08-08 20:00:00;18.8;0;64.7;1;2;1008.9;12.1
2016-08-08 21:00:00;18.4;0;64.9;1;1.8;1009;11.7
2016-08-08 22:00:00;17.9;0;66.4;1;1.7;1009.3;11.6
2016-08-08 23:00:00;17.8;0;68.5;1;2;1009.6;12
2016-08-09 00:00:00;17.4;0;71;0;1.5;1009.9;12.1
2016-08-09 01:00:00;16.9;0;71.2;0;1.8;1009.9;11.7
2016-08-09 02:00:00;15.8;0;74.2;0;1.6;1009.9;11.2
2016-08-09 03:00:00;14;0;80.8;0;0.9;1010;10.8
2016-08-09 04:00:00;12.9;0;90;2;0.8;1010.6;11.3
2016-08-09 05:00:00;13;0;91.2;42;1.1;1010.8;11.7
2016-08-09 06:00:00;14.4;0;81.4;106;1.3;1011.1;11.3
2016-08-09 07:00:00;15.6;0;72.4;296;2.3;1011.1;10.7
2016-08-09 08:00:00;16.5;0;68;380;2.5;1011.1;10.6
2016-08-09 09:00:00;16.9;0;62.5;323;2.2;1011.1;9.8
2016-08-09 10:00:00;17;0;61.7;354;2.1;1011.1;9.6
2016-08-09 11:00:00;18.8;0;53.5;661;2.3;1011;9.2
2016-08-09 12:00:00;19.3;0;47.7;569;2.9;1010.9;8
2016-08-09 13:00:00;19.6;0;45.9;504;2.8;1010.5;7.7
2016-08-09 14:00:00;19.9;0;43.3;523;3.6;1010.5;7.1
2016-08-09 15:00:00;20.7;0;37.8;566;3.3;1010.5;5.9
2016-08-09 16:00:00;19.7;0;39.1;164;2.3;1010;5.5
2016-08-09 17:00:00;19.2;0;41.2;92;2.6;1009.9;5.8
2016-08-09 18:00:00;18.4;0;43.5;51;2.8;1009.9;5.8
2016-08-09 19:00:00;17;0;48.4;8;2.6;1010;6.1
2016-08-09 20:00:00;16.1;0;54;0;2.2;1010.5;6.8
2016-08-09 21:00:00;15.4;0;60.7;0;1.5;1010.6;7.9
2016-08-09 22:00:00;14.9;0;61.8;0;2.3;1010.8;7.7
2016-08-09 23:00:00;13.9;0;63.5;0;1.4;1011.1;7.1
2016-08-10 00:00:00;13.1;0;67;0;1.8;1011.1;7.2
2016-08-10 01:00:00;12.8;0;66.8;0;1.7;1011.1;6.8
2016-08-10 02:00:00;11.5;0;73.2;0;1;1011.1;7
2016-08-10 03:00:00;11.1;0;80;0;0.8;1011.1;7.9
2016-08-10 04:00:00;10.4;0;83.3;2;0.8;1011.1;7.8
2016-08-10 05:00:00;10.4;0;86;42;0.6;1011.1;8.2
2016-08-10 06:00:00;12.1;0;78;103;1.4;1011.1;8.5
2016-08-10 07:00:00;14.3;0;65.6;355;2.3;1011.1;8
2016-08-10 08:00:00;14.4;0;62.4;331;2.7;1011.1;7.4
2016-08-10 09:00:00;15.1;0;58.9;446;3;1011.1;7.2
2016-08-10 10:00:00;15.9;0;54;538;3;1010.8;6.7
2016-08-10 11:00:00;16.2;0;51.4;374;2.3;1010.5;6.2
2016-08-10 12:00:00;16.6;0;50.9;416;2.7;1010.5;6.4
2016-08-10 13:00:00;16.8;0;50.4;382;2.3;1010.2;6.5
2016-08-10 14:00:00;16.5;0;53.4;285;2.7;1009.9;7
2016-08-10 15:00:00;15.7;0;63.5;243;2.5;1009.9;8.9
2016-08-10 16:00:00;16;0;64.8;241;2.2;1009.9;9.4
2016-08-10 17:00:00;14.3;0.2;69.7;91;2.4;1010;8.8
2016-08-10 18:00:00;13.8;0;77;119;1.7;1010.6;9.9
2016-08-10 19:00:00;12.2;0;83.7;12;0.8;1010.9;9.6
2016-08-10 20:00:00;10.1;0;94;0;0.3;1011.6;9.3
2016-08-10 21:00:00;10.2;0;95;0;0.9;1012.2;9.5
2016-08-10 22:00:00;9.4;0;93.9;0;0.8;1012.5;8.5
2016-08-10 23:00:00;8.2;0;95.9;0;0.7;1012.8;7.6
2016-08-11 00:00:00;7.8;0;96.4;0;0.9;1013.4;7.3
2016-08-11 01:00:00;7.7;0;94.9;0;0.9;1013.4;7
2016-08-11 02:00:00;6.8;0;96.4;0;0.6;1013.5;6.4
2016-08-11 03:00:00;6.2;0;97.7;0;0.6;1013.9;5.9
2016-08-11 04:00:00;5.9;0;98.6;2;0.9;1014.3;5.7
2016-08-11 05:00:00;6.2;0;98.9;32;0.8;1014.7;6.1
2016-08-11 06:00:00;8.8;0;96.5;189;1.1;1015.1;8.4
2016-08-11 07:00:00;11;0;81.5;252;1.8;1015.1;8
2016-08-11 08:00:00;13.9;0;62.9;505;2.7;1015;7
2016-08-11 09:00:00;15.4;0;52.8;602;3.1;1014.4;5.8
2016-08-11 10:00:00;16;0;47.8;469;2.6;1014.4;5
2016-08-11 11:00:00;15.6;0;50.1;415;2.2;1014.3;5.3
2016-08-11 12:00:00;18.3;0;38.7;880;3.3;1013.9;3.9
2016-08-11 13:00:00;18.4;0;36.8;590;3.1;1013.5;3.4
2016-08-11 14:00:00;18.2;0;36;357;3;1013.2;3
2016-08-11 15:00:00;17.9;0;36.3;227;2.9;1012.7;2.8
2016-08-11 16:00:00;17.2;0;38.5;130;3;1012.7;3
2016-08-11 17:00:00;16.4;0;41.8;96;3;1012.7;3.4
2016-08-11 18:00:00;15;0;49.7;20;1;1012.9;4.7
2016-08-11 19:00:00;13.8;0;60.3;3;0;1012.9;6.3
2016-08-11 20:00:00;12.7;0;72.3;0;0.2;1013.1;7.9
2016-08-11 21:00:00;12.3;0;80.3;0;0.5;1013.4;9
2016-08-11 22:00:00;12.7;0;76.5;1;0.9;1013.4;8.7
2016-08-11 23:00:00;13.1;0;69.4;1;1.3;1013.4;7.7
2016-08-12 00:00:00;13.1;0;70.1;1;1.6;1013.4;7.8
2016-08-12 01:00:00;13.3;0;69.6;1;1.8;1013.2;7.9
2016-08-12 02:00:00;13.4;0;71.3;0;2.5;1012.8;8.3
2016-08-12 03:00:00;13.2;0;74.1;0;1.3;1012.8;8.7
2016-08-12 04:00:00;12.9;0;75.9;3;1.2;1012.8;8.8
2016-08-12 05:00:00;13.2;0;78.6;25;1.3;1012.8;9.6
2016-08-12 06:00:00;13.6;0;79.6;51;1.5;1012.8;10.2
2016-08-12 07:00:00;14.7;0;78.4;183;1.8;1012.8;11.1
2016-08-12 08:00:00;15.4;0;75.8;196;1.9;1012.8;11.2
2016-08-12 09:00:00;16.3;0;72.8;241;2.4;1012.7;11.5
2016-08-12 10:00:00;16.6;0;74.7;253;2.1;1012.7;12.2
2016-08-12 11:00:00;17.2;0;72.5;226;2.1;1012.7;12.3
2016-08-12 12:00:00;17.6;0;71.3;205;2.3;1012.7;12.4
2016-08-12 13:00:00;18;0;71;256;2.5;1013;12.8
2016-08-12 14:00:00;19;0;67.9;308;2.3;1013.3;13
2016-08-12 15:00:00;19;0;68.3;153;2.1;1013.3;13.1
2016-08-12 16:00:00;18.8;0;70.4;92;2.3;1013.3;13.3
2016-08-12 17:00:00;17.9;0;78.9;70;2.4;1013.4;14.3
2016-08-12 18:00:00;17.7;0;84.5;37;2;1013.4;15.1
2016-08-12 19:00:00;16.8;0.3;93.6;4;1.7;1013.5;15.8
2016-08-12 20:00:00;16.6;0.2;96.5;1;1.5;1013.9;16.1
2016-08-12 21:00:00;16.8;0;96.6;1;1.6;1013.9;16.3
2016-08-12 22:00:00;16.8;0;96.6;1;1.4;1013.9;16.4
2016-08-12 23:00:00;16.9;0;96.6;1;1.5;1013.9;16.4
2016-08-13 00:00:00;16.4;0;96.6;0;1.3;1013.9;15.9
