datetime;tair;prec;rh;rs;u10;pair;tdew
2016-06-03 00:00:00;17.1;5;91.9;1;1.7;1003.6;15.9
2016-06-03 01:00:00;16.6;1.9;95;1;0.8;1003.8;15.9
2016-06-03 02:00:00;16.9;0;95.4;1;1.3;1003.8;16.2
2016-06-03 03:00:00;16.4;0;95.3;1;1.2;1003.8;15.7
2016-06-03 04:00:00;16.1;0;96.6;36;1.2;1003.8;15.6
2016-06-03 05:00:00;17.5;0;92.5;159;1.4;1003.8;16.4
2016-06-03 06:00:00;19.9;0;78.1;307;1.6;1003.8;16
2016-06-03 07:00:00;21.7;0;66;462;2.1;1004.3;15.1
2016-06-03 08:00:00;23.1;0;55.1;622;2.8;1004.9;13.6
2016-06-03 09:00:00;23.8;0;45.6;755;3.7;1004.9;11.4
2016-06-03 10:00:00;24.4;0;39.2;855;4.2;1004.7;9.7
2016-06-03 11:00:00;24.9;0;37.9;888;4;1004.8;9.6
2016-06-03 12:00:00;25.3;0;36.3;814;4;1004.6;9.3
2016-06-03 13:00:00;25.6;0;35.1;861;3.8;1004.4;9.1
2016-06-03 14:00:00;26;0;33.7;811;3.4;1004.4;8.9
2016-06-03 15:00:00;26.2;0;33;672;3.2;1004.4;8.7
2016-06-03 16:00:00;26.2;0;33.5;536;2.8;1004.3;8.9
2016-06-03 17:00:00;25.5;0;36;360;2.3;1004;9.3
2016-06-03 18:00:00;24.5;0;37.4;170;2.1;1003.7;9.1
2016-06-03 19:00:00;23.3;0;40.7;70;1.4;1003.7;9.3
2016-06-03 20:00:00;21;0;48.8;6;1.2;1003.7;9.8
2016-06-03 21:00:00;19;0;61.4;0;1;1003.8;11.5
2016-06-03 22:00:00;17.1;0;75.6;0;0.3;1003.8;12.8
2016-06-03 23:00:00;16;0;84.5;0;0.5;1003.8;13.5
2016-06-04 00:00:00;15.4;0;87.8;0;0.3;1004.1;13.4
2016-06-04 01:00:00;15.4;0;88.9;0;0.6;1004.4;13.6
2016-06-04 02:00:00;14.4;0;91.4;0;0.1;1004.4;13
2016-06-04 03:00:00;13.6;0;95.1;2;0.2;1004.4;12.9
2016-06-04 04:00:00;13.9;0;95.7;42;0.2;1004.4;13.3
2016-06-04 05:00:00;17.4;0;83.8;162;0.3;1004.4;14.6
2016-06-04 06:00:00;20.3;0;66.1;245;0.4;1004.6;13.8
2016-06-04 07:00:00;22;0;53.5;464;0.8;1004.9;12.2
2016-06-04 08:00:00;23.9;0;44.3;616;1.2;1005.6;11
2016-06-04 09:00:00;24.8;0;41.5;745;1.6;1006;10.9
2016-06-04 10:00:00;25.7;0;39.7;793;1.7;1006;11
2016-06-04 11:00:00;26.1;0;37.9;789;1.7;1006;10.7
2016-06-04 12:00:00;26.8;0;35.4;809;2.1;1006;10.3
2016-06-04 13:00:00;27;0;35.2;855;2.3;1006;10.4
2016-06-04 14:00:00;27.8;0;33;794;1.9;1006;10.1
2016-06-04 15:00:00;28;0;32.4;658;1.7;1006;10.1
2016-06-04 16:00:00;27.9;0;32.6;475;1.5;1006;10
2016-06-04 17:00:00;27.4;0;33;331;1.8;1005.8;9.7
2016-06-04 18:00:00;26.2;0;36.6;121;1;1005.4;10.2
2016-06-04 19:00:00;23.6;0;45.8;25;1.8;1004.7;11.3
2016-06-04 20:00:00;21.9;0;52.8;3;0.9;1004.4;11.9
2016-06-04 21:00:00;19.4;0;69;1;0.3;1004.6;13.6
2016-06-04 22:00:00;18.5;0;75.1;1;0.2;1004.9;14.1
2016-06-04 23:00:00;17.4;0;83.5;0;0.1;1004.9;14.6
2016-06-05 00:00:00;16.2;0;89.1;0;0.2;1005.1;14.5
2016-06-05 01:00:00;15.2;0;93.6;0;0.3;1005.6;14.2
2016-06-05 02:00:00;14.8;0;95.6;0;0.3;1005.9;14.1
2016-06-05 03:00:00;14.2;0;96.2;2;0.2;1006.1;13.6
2016-06-05 04:00:00;14.4;0;96.5;41;0.2;1006.4;13.9
2016-06-05 05:00:00;18.3;0;84.2;151;0.4;1006.6;15.6
2016-06-05 06:00:00;21.3;0;64.1;298;0.8;1006.9;14.2
2016-06-05 07:00:00;23.5;0;55.4;455;0.5;1007.7;14.1
2016-06-05 08:00:00;24.8;0;53.1;601;0.9;1008.6;14.7
2016-06-05 09:00:00;26.1;0;49.5;730;1.1;1008.8;14.8
2016-06-05 10:00:00;26.8;0;46.2;646;1;1008.8;14.3
2016-06-05 11:00:00;27.9;0;40.3;839;1.7;1009;13.2
2016-06-05 12:00:00;20.7;2.4;67.8;103;1.7;1008.5;14.3
2016-06-05 13:00:00;23.1;0;67;687;1.2;1007.9;16.4
2016-06-05 14:00:00;24;0;52.5;283;2.1;1008.2;13.8
2016-06-05 15:00:00;25;0;48.2;441;1.6;1008.2;13.4
2016-06-05 16:00:00;27.3;0;42.6;483;1.4;1008.4;13.5
2016-06-05 17:00:00;27.2;0;41.1;368;1.9;1008.8;12.9
2016-06-05 18:00:00;26;0;44.7;137;1.2;1008.7;13.1
2016-06-05 19:00:00;24;0;49.4;43;1.4;1008.2;12.9
2016-06-05 20:00:00;22.4;0;54.8;4;1.4;1008.4;12.9
2016-06-05 21:00:00;21.4;0;58.6;0;1.3;1008.9;13
2016-06-05 22:00:00;20.8;0;59.8;0;1.7;1009.3;12.8
2016-06-05 23:00:00;20;0;61.6;0;2;1009.4;12.5
2016-06-06 00:00:00;18.9;0;65.9;0;1.8;1009.8;12.5
2016-06-06 01:00:00;17.9;0;69;0;2.1;1010.3;12.3
2016-06-06 02:00:00;16.9;0;70;0;1.9;1010.7;11.5
2016-06-06 03:00:00;16;0;70.7;1;1.9;1011.1;10.7
2016-06-06 04:00:00;15.6;0;69.9;46;1.8;1011.5;10.1
2016-06-06 05:00:00;16.4;0;60.4;170;2.2;1012.2;8.8
2016-06-06 06:00:00;17.1;0;53.5;327;2.8;1013.2;7.6
2016-06-06 07:00:00;18.4;0;49.4;491;2.3;1013.9;7.6
2016-06-06 08:00:00;19.5;0;45.7;638;2.5;1014.3;7.6
2016-06-06 09:00:00;20.8;0;42.9;774;2.4;1014.8;7.8
2016-06-06 10:00:00;22.3;0;40.2;878;2.4;1015.5;8.2
2016-06-06 11:00:00;23.3;0;38.9;927;2.1;1015.5;8.6
2016-06-06 12:00:00;24.6;0;37.3;929;1.7;1015.5;9.1
2016-06-06 13:00:00;24.8;0;37.2;885;2.1;1015.5;9.3
2016-06-06 14:00:00;25;0;37;805;2.1;1015.5;9.4
2016-06-06 15:00:00;24.9;0;37.2;596;2.1;1015.5;9.3
2016-06-06 16:00:00;25;0;36.8;522;1.9;1015.5;9.3
2016-06-06 17:00:00;24.4;0;37.6;337;2;1015.3;9.1
2016-06-06 18:00:00;23.4;0;39.5;149;2.1;1015;8.9
2016-06-06 19:00:00;21.6;0;43.5;58;1.9;1015;8.7
2016-06-06 20:00:00;19;0;51.5;2;1.4;1015;8.8
2016-06-06 21:00:00;18.2;0;54.7;0;1.4;1015;9
2016-06-06 22:00:00;17.2;0;58.7;0;1.7;1015;9.1
2016-06-06 23:00:00;16;0;60.1;0;1.5;1015.5;8.3
2016-06-07 00:00:00;14.7;0;61.2;0;1.1;1015.6;7.4
2016-06-07 01:00:00;13.7;0;61.8;0;1.1;1015.7;6.6
2016-06-07 02:00:00;13;0;62.2;0;1.4;1015.8;6
2016-06-07 03:00:00;12.4;0;62.9;2;1.4;1016.1;5.5
2016-06-07 04:00:00;12.4;0;65.5;46;1.1;1016.1;6.2
2016-06-07 05:00:00;13.9;0;63.6;180;1.7;1016.1;7.1
2016-06-07 06:00:00;15.3;0;61.8;310;1.5;1016.1;8
2016-06-07 07:00:00;17.9;0;56.6;496;0.9;1016.4;9.2
2016-06-07 08:00:00;20.3;0;51.8;640;0.9;1016.6;10.1
2016-06-07 09:00:00;22.4;0;47.4;770;0.9;1017.1;10.7
2016-06-07 10:00:00;23.5;0;43.3;816;1.2;1017.1;10.4
2016-06-07 11:00:00;24.5;0;40.7;880;1.1;1017;10.3
2016-06-07 12:00:00;25.4;0;37.1;904;1.1;1016.8;9.8
2016-06-07 13:00:00;25.8;0;36.2;866;1.5;1016.6;9.8
2016-06-07 14:00:00;26.3;0;34.9;806;1.5;1016.6;9.6
2016-06-07 15:00:00;26.4;0;34.4;627;1.5;1016;9.5
2016-06-07 16:00:00;26.8;0;33;521;1.2;1015.4;9.3
2016-06-07 17:00:00;26.8;0;33.2;359;1.1;1015;9.3
2016-06-07 18:00:00;26.4;0;34.8;153;0.4;1014.5;9.7
2016-06-07 19:00:00;21.1;0;49.4;25;0.2;1013.2;10
2016-06-07 20:00:00;17.5;0;62.5;2;0.3;1012.7;10.3
2016-06-07 21:00:00;15.8;0;69.2;0;0.2;1013.1;10.2
2016-06-07 22:00:00;14.4;0;74.2;0;0.2;1013.3;10
2016-06-07 23:00:00;13.2;0;81.9;0;0.1;1013.4;10.2
2016-06-08 00:00:00;12.2;0;85.8;0;0;1013.4;9.9
2016-06-08 01:00:00;11.4;0;88;0;0;1013.2;9.6
2016-06-08 02:00:00;10.8;0;92;0;0;1012.8;9.7
2016-06-08 03:00:00;10.7;0;92;2;0.1;1012.8;9.5
2016-06-08 04:00:00;11.6;0;89.5;49;0.3;1012.6;10
2016-06-08 05:00:00;14.8;0;78.9;131;0.7;1011.6;11.2
2016-06-08 06:00:00;17;0;73;267;1.1;1011.1;12.2
2016-06-08 07:00:00;21.3;0;57.9;463;1.4;1011;12.6
2016-06-08 08:00:00;23;0;47.7;615;1.9;1011;11.4
2016-06-08 09:00:00;23.6;0;46.4;745;2.5;1010.7;11.5
2016-06-08 10:00:00;24.4;0;44.8;826;2.9;1010.5;11.7
2016-06-08 11:00:00;25.1;0;43.9;868;3;1009.9;12
2016-06-08 12:00:00;25.4;0;44.2;841;3.3;1009.4;12.4
2016-06-08 13:00:00;26;0;43.2;806;3.2;1008.8;12.6
2016-06-08 14:00:00;26.1;0;42.7;731;3.5;1008.4;12.5
2016-06-08 15:00:00;26.1;0;38.4;672;3.8;1007.8;10.9
2016-06-08 16:00:00;25.2;0;35.9;534;4;1007.6;9.1
2016-06-08 17:00:00;24;0;35.2;382;4.3;1006.9;7.7
2016-06-08 18:00:00;22.6;0;43.2;176;3.9;1006.5;9.5
2016-06-08 19:00:00;20.3;0;48.1;61;3.3;1006.6;9.1
2016-06-08 20:00:00;18.8;0;54.4;4;2.9;1006.6;9.5
2016-06-08 21:00:00;17.6;0;60.1;0;2.3;1007.2;9.9
2016-06-08 22:00:00;16.5;0;67.2;0;0.8;1007.6;10.5
2016-06-08 23:00:00;16.3;0;71.7;0;1.4;1007.8;11.2
2016-06-09 00:00:00;15.6;0;75.7;0;2.2;1007.8;11.4
2016-06-09 01:00:00;15;0;80.1;0;2.1;1007.8;11.6
2016-06-09 02:00:00;14.7;0;82.9;0;2;1007.8;11.9
2016-06-09 03:00:00;14.9;0;83.5;2;2.3;1007.8;12.2
2016-06-09 04:00:00;14.7;0;85.7;23;2.3;1007.8;12.3
2016-06-09 05:00:00;14.7;0;87.1;59;1.8;1007.8;12.6
2016-06-09 06:00:00;15.5;0;84.7;134;1.9;1007.8;13
2016-06-09 07:00:00;15.9;0;83.9;99;1.5;1007.8;13.2
2016-06-09 08:00:00;16.8;0;79.9;157;1.2;1007.8;13.4
2016-06-09 09:00:00;17.8;0;70.3;362;1.4;1007.7;12.3
2016-06-09 10:00:00;20.1;0;58.5;729;1.3;1007.7;11.7
2016-06-09 11:00:00;21.2;0;50.2;804;1.4;1008.2;10.5
2016-06-09 12:00:00;21.2;0;49.2;503;1.5;1008.2;10.2
2016-06-09 13:00:00;21.2;0;51;470;1.6;1008;10.7
2016-06-09 14:00:00;22;0;49;702;1.6;1007.7;10.9
2016-06-09 15:00:00;21.6;0;48.8;277;1.6;1007.4;10.4
2016-06-09 16:00:00;21.4;0;48.4;274;2.1;1006.6;10.1
2016-06-09 17:00:00;22.3;0;46.1;336;1.9;1006.5;10.3
2016-06-09 18:00:00;21.6;0;47.1;173;1.9;1006.1;9.9
2016-06-09 19:00:00;19.5;0;52.4;42;1.3;1005.4;9.6
2016-06-09 20:00:00;17.4;0;63.3;5;0.8;1005.4;10.4
2016-06-09 21:00:00;16;0;71;0;0.8;1005.4;10.8
2016-06-09 22:00:00;14.1;0;80.5;0;0.4;1005.4;10.9
2016-06-09 23:00:00;12.3;0;89;0;0.6;1005.5;10.6
2016-06-10 00:00:00;12;0;92.7;0;0.8;1005.5;10.9
2016-06-10 01:00:00;13.7;0;85.3;0;2.2;1005.5;11.3
2016-06-10 02:00:00;13;0;81.2;0;2.8;1005.1;9.9
2016-06-10 03:00:00;12;0;84.6;2;3.4;1004.7;9.6
2016-06-10 04:00:00;11.2;0;84;46;2.8;1004.5;8.6
2016-06-10 05:00:00;11.6;0;81.5;153;3.6;1004;8.6
2016-06-10 06:00:00;12.2;0;76.2;255;3.8;1003.7;8.2
2016-06-10 07:00:00;13.3;0;69.5;425;3.6;1003.3;7.9
2016-06-10 08:00:00;14.8;0;61;657;3.7;1003.1;7.4
2016-06-10 09:00:00;16.3;0;52.2;782;3.6;1003.2;6.5
2016-06-10 10:00:00;17.7;0;47;744;3.7;1002.7;6.2
2016-06-10 11:00:00;18.9;0;45.7;833;3.9;1002.5;6.9
2016-06-10 12:00:00;20.1;0;42.3;903;4.5;1002.7;6.9
2016-06-10 13:00:00;20.5;0;41.9;664;3.8;1002.2;7.2
2016-06-10 14:00:00;21;0;40.9;621;4.1;1001.9;7.3
2016-06-10 15:00:00;21;0;41.2;450;3.8;1001.6;7.4
2016-06-10 16:00:00;20.6;0;42.6;341;3.5;1001.6;7.6
2016-06-10 17:00:00;20.9;0;41.8;302;3.4;1001.6;7.5
2016-06-10 18:00:00;20.1;0;42.9;133;3;1001.2;7.2
2016-06-10 19:00:00;18.8;0;45.2;43;2.1;1001.1;6.7
2016-06-10 20:00:00;17.3;0;48.3;4;1.2;1001.3;6.4
2016-06-10 21:00:00;16.2;0;52.9;0;1.3;1001.6;6.7
2016-06-10 22:00:00;15;0;57;0;1;1002;6.6
2016-06-10 23:00:00;12.2;0;73.8;0;0.3;1002.1;7.7
2016-06-11 00:00:00;9.8;0;88.3;0;0;1002.7;8
2016-06-11 01:00:00;9.6;0;92.1;0;0.2;1002.8;8.4
2016-06-11 02:00:00;10.7;0;84.6;0;0.6;1003.1;8.3
2016-06-11 03:00:00;9.9;0;89;4;0.4;1003.3;8.3
2016-06-11 04:00:00;12;0;78.3;74;0.9;1003.3;8.3
2016-06-11 05:00:00;14.5;0;61.7;160;1.4;1003.3;7.3
2016-06-11 06:00:00;16.1;0;54;332;1.7;1003.3;6.9
2016-06-11 07:00:00;16.8;0;48.5;439;1.5;1003.8;5.9
2016-06-11 08:00:00;17.6;0;43.3;525;1.6;1003.8;5
2016-06-11 09:00:00;19.1;0;39.7;792;1.6;1004.3;5.1
2016-06-11 10:00:00;19.8;0;36.7;759;1.6;1004.4;4.6
2016-06-11 11:00:00;19.8;0;36.1;696;1.6;1004.4;4.4
2016-06-11 12:00:00;21.1;0;34.2;787;1.5;1004.4;4.8
2016-06-11 13:00:00;20.9;0;33;599;1.5;1004.4;4.1
2016-06-11 14:00:00;21.4;0;32.1;628;1.6;1004.4;4.1
2016-06-11 15:00:00;22.3;0;30.4;656;1.5;1004.4;4.1
2016-06-11 16:00:00;23.4;0;28.9;637;1.3;1004.3;4.3
2016-06-11 17:00:00;22.6;0;29;387;1.3;1004.2;3.7
2016-06-11 18:00:00;22;0;29.5;183;0.7;1003.6;3.5
2016-06-11 19:00:00;20.2;0;31.9;62;1.3;1003.2;2.9
2016-06-11 20:00:00;18.1;0;35.4;3;1.5;1003.2;2.6
2016-06-11 21:00:00;16.5;0;40.3;0;2.1;1003.3;3
2016-06-11 22:00:00;15.2;0;49.2;0;2.4;1003.8;4.6
2016-06-11 23:00:00;14.4;0;54.1;0;2.3;1003.8;5.3
2016-06-12 00:00:00;13.8;0;57.3;0;2.2;1004;5.6
2016-06-12 01:00:00;13.3;0;59.8;0;1.8;1003.8;5.7
2016-06-12 02:00:00;13;0;60.6;0;1.6;1003.8;5.6
2016-06-12 03:00:00;12.5;0;63;2;1.7;1003.8;5.7
2016-06-12 04:00:00;11.8;0;65.5;28;1.4;1003.8;5.6
2016-06-12 05:00:00;12.7;0;64.2;123;1.7;1003.8;6.2
2016-06-12 06:00:00;14;0;61.2;190;1.9;1003.5;6.7
2016-06-12 07:00:00;14.8;0;60.1;210;1.3;1003.3;7.2
2016-06-12 08:00:00;16.4;0;57.6;354;1.3;1003.2;8.1
2016-06-12 09:00:00;18.7;0;53.2;501;1.2;1002.8;9.1
2016-06-12 10:00:00;19.8;0;51.5;536;1.5;1002.7;9.6
2016-06-12 11:00:00;21.3;0;47.5;721;1.5;1002.7;9.7
2016-06-12 12:00:00;21.5;0;46.3;549;1.8;1002;9.6
2016-06-12 13:00:00;21.4;0;46.3;481;2.4;1001.3;9.5
2016-06-12 14:00:00;21;0;47.7;384;2.8;1000.5;9.6
2016-06-12 15:00:00;20.5;0;50;246;2.8;999.6;9.8
2016-06-12 16:00:00;20.1;0;51.3;140;2.7;999.3;9.8
2016-06-12 17:00:00;19.3;0;52.5;66;2.7;998.8;9.4
2016-06-12 18:00:00;18.8;0;52.9;43;2.7;998.8;9
2016-06-12 19:00:00;17.9;0;54.9;7;2.4;998.3;8.8
2016-06-12 20:00:00;17.4;0;56.2;1;2;998.3;8.7
2016-06-12 21:00:00;16.7;0;58.5;0;1.8;998.3;8.6
2016-06-12 22:00:00;16.2;0;60.6;1;1.5;998.3;8.6
2016-06-12 23:00:00;15.4;0;67.5;0;1.3;998.3;9.5
2016-06-13 00:00:00;14.3;0.5;78.6;0;1.4;998.2;10.7
2016-06-13 01:00:00;13.3;0.3;90.6;0;1.5;997.7;11.8
2016-06-13 02:00:00;13;0;93.4;0;1.5;997.4;12
2016-06-13 03:00:00;12.8;0;93.4;1;1.3;997.2;11.8
2016-06-13 04:00:00;12.7;0;93.8;13;1.3;996.7;11.8
2016-06-13 05:00:00;12.8;0;94.2;44;1.2;996.7;12
2016-06-13 06:00:00;13.1;0;92.9;48;1.2;996.2;12
2016-06-13 07:00:00;13;0.3;93.3;47;0.9;996;12
2016-06-13 08:00:00;13.2;0.1;95.8;104;0.9;996.1;12.6
2016-06-13 09:00:00;13.6;0.1;95.2;115;1.3;995.8;12.9
2016-06-13 10:00:00;14.3;0;92.8;209;1.4;995.5;13.2
2016-06-13 11:00:00;15.6;0;86.3;303;1.3;995;13.4
2016-06-13 12:00:00;17.1;0;78.7;472;1.5;994.4;13.4
2016-06-13 13:00:00;16.9;0;78.6;330;2;994.1;13.2
2016-06-13 14:00:00;16.6;0;80.7;364;2;993.3;13.3
2016-06-13 15:00:00;17.1;0;76.5;403;2;993.2;13
2016-06-13 16:00:00;17.3;0;74.2;385;2;993;12.7
2016-06-13 17:00:00;15.9;0;80.5;107;2;992.5;12.6
2016-06-13 18:00:00;15.2;0;85.2;34;1.5;992.2;12.8
2016-06-13 19:00:00;15;0;87.7;11;1.2;992.2;13
2016-06-13 20:00:00;14.8;0;88.7;2;1.1;992.3;13
2016-06-13 21:00:00;14.8;0;89.4;1;0.8;992.3;13.1
2016-06-13 22:00:00;14.4;0;91.6;1;0.8;992.3;13.2
2016-06-13 23:00:00;14.3;0.5;93.7;0;0.7;992.2;13.3
2016-06-14 00:00:00;14;0.7;97.6;1;0.6;992.2;13.7
2016-06-14 01:00:00;13.9;0.2;98.2;1;0.3;992.2;13.6
2016-06-14 02:00:00;13.9;0;98.2;1;0.1;992.2;13.7
2016-06-14 03:00:00;14;0.1;98.2;2;0.3;992.2;13.8
2016-06-14 04:00:00;14.1;0;98.2;10;0.5;992.2;13.9
2016-06-14 05:00:00;14.1;0;98.2;26;0.7;992.2;13.9
2016-06-14 06:00:00;14.3;0;98;71;0.7;992.2;14.1
2016-06-14 07:00:00;14.8;0;96.2;120;0.9;992.2;14.3
2016-06-14 08:00:00;15.5;0;90.8;119;1;992.2;14.1
2016-06-14 09:00:00;15.7;0;88.3;185;1.5;992.2;13.8
2016-06-14 10:00:00;17.6;0;75.4;580;1.7;992.2;13.2
2016-06-14 11:00:00;17.6;3.3;73.7;220;2.1;991.6;12.7
2016-06-14 12:00:00;17.5;0;82.6;622;1.9;991;14.5
2016-06-14 13:00:00;20.5;0;59.9;777;1.7;991;12.5
2016-06-14 14:00:00;21.1;0;54;418;1.3;991;11.5
2016-06-14 15:00:00;22.1;0;49.4;562;1;991;11.1
2016-06-14 16:00:00;21.5;0;51.4;222;1.1;990.6;11.1
2016-06-14 17:00:00;21.8;0;49.3;264;1.5;990.5;10.8
2016-06-14 18:00:00;21.1;0;50.3;166;1.1;990.5;10.4
2016-06-14 19:00:00;18.8;0;62.4;31;0.9;990.5;11.5
2016-06-14 20:00:00;17.4;0;74.7;3;0.8;990.5;12.9
2016-06-14 21:00:00;16;0;82.9;0;0.3;990.5;13.2
2016-06-14 22:00:00;14.9;0;89.4;0;0.5;990.5;13.2
2016-06-14 23:00:00;13.3;0;94.5;0;0.1;990.7;12.5
2016-06-15 00:00:00;12.6;0;96.4;0;0;991;12.1
2016-06-15 01:00:00;12.8;0;97;0;0.1;991;12.4
2016-06-15 02:00:00;12.4;0;97.3;0;0.2;991.1;12.1
2016-06-15 03:00:00;11.9;0;97.3;3;0.1;991.1;11.6
2016-06-15 04:00:00;12.5;0;97.3;27;0.2;991;12.2
2016-06-15 05:00:00;13.7;0;97.3;66;0.4;991;13.4
2016-06-15 06:00:00;14.8;0;95.9;89;0.5;991;14.2
2016-06-15 07:00:00;15.2;0.5;94.3;100;0.6;991;14.3
2016-06-15 08:00:00;15.9;0.2;93.8;174;0.8;991.1;14.9
2016-06-15 09:00:00;16;1.1;94;103;1.4;991.4;15.1
2016-06-15 10:00:00;15.8;1.9;95.7;112;0.8;991.6;15.2
2016-06-15 11:00:00;15.9;1.3;94.1;130;0.6;991.6;15
2016-06-15 12:00:00;16.6;0.3;90.4;283;0.9;991.6;15.1
2016-06-15 13:00:00;17.6;0;82.2;404;1.1;991.6;14.6
2016-06-15 14:00:00;18.7;0;73.5;394;1;991.5;13.9
2016-06-15 15:00:00;19.8;0;66.3;455;0.9;991.5;13.4
2016-06-15 16:00:00;19.6;0;64;211;0.8;991.5;12.6
2016-06-15 17:00:00;18.4;0;76.6;83;0.4;991.3;14.3
2016-06-15 18:00:00;14.7;2.1;86.9;5;2.4;991.9;12.6
2016-06-15 19:00:00;13.2;1.7;95.7;11;0.9;992.2;12.6
2016-06-15 20:00:00;13.2;0.1;97;3;0.6;992.6;12.8
2016-06-15 21:00:00;13.1;0;97.3;0;0.9;992.7;12.8
2016-06-15 22:00:00;12.8;0;97.3;0;1.1;993.3;12.5
2016-06-15 23:00:00;11.9;0;97.3;0;0.5;993.7;11.6
2016-06-16 00:00:00;11.1;0;97.3;0;0.1;993.9;10.8
2016-06-16 01:00:00;10.5;0;97.3;0;0.2;993.9;10.2
2016-06-16 02:00:00;10.4;0;97.3;0;0.3;993.9;10
2016-06-16 03:00:00;9.6;0;97.3;1;0;994;9.3
2016-06-16 04:00:00;10;0;97.3;51;0.6;994.4;9.7
2016-06-16 05:00:00;12.3;0;97.3;180;0.8;994.4;11.9
2016-06-16 06:00:00;14.7;0;92.9;330;1.3;994.4;13.6
2016-06-16 07:00:00;16.6;0;73.5;489;1.8;994.7;11.9
2016-06-16 08:00:00;18.2;0;64.4;647;1.8;995.3;11.4
2016-06-16 09:00:00;19.8;0;56.6;764;1.7;995.5;11
2016-06-16 10:00:00;20.9;0;50;886;1.9;995.5;10.2
2016-06-16 11:00:00;22;0;44.6;955;2.1;995.5;9.5
2016-06-16 12:00:00;22.6;0;42.7;636;1.8;996;9.3
2016-06-16 13:00:00;22.5;0;42;532;2.4;995.8;9
2016-06-16 14:00:00;22.3;0;42.9;337;1.5;995.5;9.1
2016-06-16 15:00:00;22.1;0;45.6;275;1.3;995.5;9.9
2016-06-16 16:00:00;21.3;0;48.8;145;1;995.5;10.2
2016-06-16 17:00:00;21.1;0;52.2;123;0.5;995.2;10.9
2016-06-16 18:00:00;20.3;0;58.4;59;0.6;995;12
2016-06-16 19:00:00;19.6;0;59.5;44;0.5;994.8;11.6
2016-06-16 20:00:00;17.4;0;76.7;5;0.4;994.3;13.3
2016-06-16 21:00:00;17.3;0;81.2;1;0.6;994.4;14.1
2016-06-16 22:00:00;17.7;0;73.1;1;0.8;994.4;12.8
2016-06-16 23:00:00;18;0;67.3;1;0.9;994.4;11.9
2016-06-17 00:00:00;17.9;0;66.2;1;1.1;993.3;11.6
2016-06-17 01:00:00;17.5;0;66.3;0;1.1;992.7;11.2
2016-06-17 02:00:00;15.8;0.4;85.9;0;1.6;992.7;13.5
2016-06-17 03:00:00;15.1;0.7;94.2;1;1.4;992;14.2
2016-06-17 04:00:00;15;2.3;96;5;1.3;991.6;14.4
2016-06-17 05:00:00;14.7;1.2;96.6;12;2;991.5;14.2
2016-06-17 06:00:00;14.4;1.3;96.6;35;2.5;991.1;13.9
2016-06-17 07:00:00;14.4;0.4;96.6;60;2.7;990.6;14
2016-06-17 08:00:00;14.3;1.7;96.6;59;3;990.7;13.8
2016-06-17 09:00:00;14.3;2.7;96.6;44;2.9;991.1;13.8
2016-06-17 10:00:00;14.2;3.9;96.6;34;2.9;991.8;13.8
2016-06-17 11:00:00;14.1;2.5;96.6;72;2.8;992.8;13.7
2016-06-17 12:00:00;14.6;1.1;96.6;151;2.7;993.6;14.2
2016-06-17 13:00:00;15.8;0;94.1;241;2.9;994;14.9
2016-06-17 14:00:00;16.6;0;84.4;296;2.8;994.8;14
2016-06-17 15:00:00;18.5;0;72.1;601;3.5;995.8;13.4
2016-06-17 16:00:00;17.6;3.4;73.4;252;2.9;996.3;12.7
2016-06-17 17:00:00;16.9;0;80.9;314;2.6;996.9;13.7
2016-06-17 18:00:00;16.3;0;83.7;104;1.5;997.4;13.6
2016-06-17 19:00:00;16.2;0;86;49;2.4;998;13.9
2016-06-17 20:00:00;15.3;0;88.4;5;2.2;998.6;13.4
2016-06-17 21:00:00;14.7;0;90.4;0;2.6;999.9;13.2
2016-06-17 22:00:00;14;0;92.3;0;2.2;1000.3;12.8
2016-06-17 23:00:00;13.4;0;94.2;0;1.8;1001.3;12.5
2016-06-18 00:00:00;12.8;0;95.6;0;1.9;1002.3;12.2
2016-06-18 01:00:00;12.5;0;96.5;0;1.8;1002.9;12.1
2016-06-18 02:00:00;12.6;0;96.5;0;2;1003.3;12.1
2016-06-18 03:00:00;12;0;96.5;1;1.3;1003.8;11.5
2016-06-18 04:00:00;11.5;0;97.2;45;0.8;1004.8;11.1
2016-06-18 05:00:00;13.7;0;94;159;1.3;1004.9;12.8
2016-06-18 06:00:00;15.6;0;80.4;312;2.2;1004.9;12.3
2016-06-18 07:00:00;17.4;0.1;70.6;484;2.3;1005;12
2016-06-18 08:00:00;18.6;0;62.7;559;2.5;1005.8;11.4
2016-06-18 09:00:00;19.2;0;59.4;587;2.6;1006;11.2
2016-06-18 10:00:00;20.8;0;52.4;791;3.1;1006.3;10.8
2016-06-18 11:00:00;20.6;0;51.3;484;3;1006.6;10.2
2016-06-18 12:00:00;21.1;0;50.5;576;3;1006.6;10.5
2016-06-18 13:00:00;22.4;0;48.2;799;2.8;1006.6;11
2016-06-18 14:00:00;19.7;0.9;57.6;210;2.6;1006.6;10.9
2016-06-18 15:00:00;18.5;0;75.2;277;1.6;1006.6;14.1
2016-06-18 16:00:00;21;0.1;60.9;540;1.3;1006.6;13.1
2016-06-18 17:00:00;19.8;0;58.6;138;1.8;1006.6;11.5
2016-06-18 18:00:00;18.6;0;66.8;173;1.8;1006.7;12.4
