date_time	vwc10cm	vwc20	vwc35	vwc50
22.08.2010 20:00	0.231	0.254	0.226	0.217
22.08.2010 21:00	0.231	0.255	0.226	0.218
22.08.2010 22:00	0.232	0.255	0.227	0.217
22.08.2010 23:00	0.232	0.255	0.227	0.217
23.08.2010 00:00	0.232	0.256	0.227	0.217
23.08.2010 01:00	0.232	0.256	0.227	0.217
23.08.2010 02:00	0.232	0.256	0.227	0.216
23.08.2010 03:00	0.232	0.256	0.227	0.216
23.08.2010 04:00	0.232	0.256	0.227	0.216
23.08.2010 05:00	0.232	0.256	0.226	0.215
23.08.2010 06:00	0.232	0.256	0.226	0.215
23.08.2010 07:00	0.232	0.256	0.226	0.215
23.08.2010 08:00	0.232	0.256	0.226	0.215
23.08.2010 09:00	0.232	0.256	0.226	0.215
23.08.2010 10:00	0.232	0.256	0.226	0.215
23.08.2010 11:00	0.232	0.256	0.225	0.215
23.08.2010 12:00	0.232	0.256	0.225	0.215
23.08.2010 13:00	0.232	0.255	0.225	0.215
23.08.2010 14:00	0.232	0.255	0.225	0.215
