Type;Datum;Order;LysimeterType;Material;Cd;Cr;Cu;Ni;Pb;Zn;ID;Time;FecPrev2;EC;PH;FecPrev;Prec;Humidity;AirTemp;EvoTrans;Infiltration;Interflow;SoilMoisture;SoilTemp;SurfaceRunoff
P;20/02/2014;19;VS;OB15;0,25;2,11;0;5,53;12,27;0;OB15_VS;456;20/02/2014;2260;7,74;20/02/2014;0,006666667;78,1;4,926666667;1;3;0;17,43333333;5,826666667;0
P;20/02/2014;19;VS;BS;0,02;1,46;0;3,36;12,14;0;BS_VS;456;20/02/2014;13980;8;20/02/2014;0,006666667;78,1;4,926666667;1;5,433333333;0;16,7;5,98;0,133333333
P;21/03/2014;20;1;LL;0,06;7,97;61,92;5,38;6,66;154,45;LL_1;485;21/03/2014;310;7,69;21/03/2014;0;71,125;7,9375;1,80625;;;;;23,875
P;21/03/2014;20;2;LL;0,04;8,5;63,45;5,7;8,3;137,75;LL_2;485;21/03/2014;322;7,69;21/03/2014;0;71,125;7,9375;1,80625;;;;;21,375
P;21/03/2014;20;3;LL;0,09;7,07;75,1;6,8;6,39;130,86;LL_3;485;21/03/2014;328;7,72;21/03/2014;0;71,125;7,9375;1,80625;;;;;20
P;21/03/2014;20;OA;OB;;;;;;;OB_OA;485;21/03/2014;542;7,44;21/03/2014;0;71,125;7,9375;1,80625;8,5625;0,28125;28,13125;8,4625;6,5
P;21/03/2014;20;OA;OB15;;;;;;;OB15_OA;485;21/03/2014;7340;7,92;21/03/2014;0;71,125;7,9375;1,80625;4,9375;0,09375;18,46875;8,7375;4,75
P;21/03/2014;20;OA;BS;;;;;;;BS_OA;485;21/03/2014;1045;8,66;21/03/2014;0;71,125;7,9375;1,80625;15,21875;0,34375;16,13125;8,91875;2,625
P;21/03/2014;20;ZA;OB;;;;;;;OB_ZA;485;21/03/2014;542;7,44;21/03/2014;0;71,125;7,9375;1,80625;8,5625;0,28125;28,13125;8,4625;6,5
P;21/03/2014;20;ZA;OB15;;;;;;;OB15_ZA;485;21/03/2014;7340;7,92;21/03/2014;0;71,125;7,9375;1,80625;4,9375;0,09375;18,46875;8,7375;4,75
P;21/03/2014;20;ZA;BS;;;;;;;BS_ZA;485;21/03/2014;1045;8,66;21/03/2014;0;71,125;7,9375;1,80625;15,21875;0,34375;16,13125;8,91875;2,625
P;21/03/2014;20;VS;OB;0,12;3,9;55,45;2,92;12,25;57,42;OB_VS;485;21/03/2014;542;7,44;21/03/2014;0;71,125;7,9375;1,80625;8,5625;0,28125;28,13125;8,4625;6,5
P;21/03/2014;20;VS;OB15;0,1;14,33;44,52;19,33;16,67;10,5;OB15_VS;485;21/03/2014;7340;7,92;21/03/2014;0;71,125;7,9375;1,80625;4,9375;0,09375;18,46875;8,7375;4,75
P;21/03/2014;20;VS;BS;0,63;50,66;71,15;33,41;47,75;174,87;BS_VS;485;21/03/2014;1045;8,66;21/03/2014;0;71,125;7,9375;1,80625;15,21875;0,34375;16,13125;8,91875;2,625
P;15/04/2014;21;1;LL;0;12,08;55,55;4,04;10,81;133,69;LL_1;510;15/04/2014;199,2;7,19;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;;;;;27,69230769
P;15/04/2014;21;2;LL;0,07;16,42;75,95;6,57;14,37;194,15;LL_2;510;15/04/2014;197;7,23;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;;;;;23,69230769
P;15/04/2014;21;3;LL;0;28,91;57,58;20,55;21,11;224,03;LL_3;510;15/04/2014;257;7,21;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;;;;;31,23076923
P;15/04/2014;21;OA;OB;;;;;;;OB_OA;510;15/04/2014;617;7,29;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;5,807692308;0,230769231;28,1;12,04615385;5,846153846
P;15/04/2014;21;OA;OB15;;;;;;;OB15_OA;510;15/04/2014;438;8,31;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;4,846153846;0,076923077;19,15384615;12,40769231;5,692307692
P;15/04/2014;21;OA;BS;;;;;;;BS_OA;510;15/04/2014;748;8,46;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;12,92307692;0,346153846;16,23846154;12,47692308;3,076923077
P;15/04/2014;21;ZA;OB;;;;;;;OB_ZA;510;15/04/2014;617;7,29;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;5,807692308;0,230769231;28,1;12,04615385;5,846153846
P;15/04/2014;21;ZA;OB15;;;;;;;OB15_ZA;510;15/04/2014;438;8,31;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;4,846153846;0,076923077;19,15384615;12,40769231;5,692307692
P;15/04/2014;21;ZA;BS;;;;;;;BS_ZA;510;15/04/2014;748;8,46;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;12,92307692;0,346153846;16,23846154;12,47692308;3,076923077
P;15/04/2014;21;VS;OB;0;5,77;22,28;0;21,62;53,56;OB_VS;510;15/04/2014;617;7,29;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;5,807692308;0,230769231;28,1;12,04615385;5,846153846
P;15/04/2014;21;VS;OB15;0,08;3,59;0,4;0,54;6,24;0;OB15_VS;510;15/04/2014;438;8,31;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;4,846153846;0,076923077;19,15384615;12,40769231;5,692307692
P;15/04/2014;21;VS;BS;0,15;35,52;20,78;22,89;33,05;63,21;BS_VS;510;15/04/2014;748;8,46;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;12,92307692;0,346153846;16,23846154;12,47692308;3,076923077
P;15/05/2014;22;1;LL;0,04;15,3;52,78;4,35;10,09;185,3;LL_1;540;15/05/2014;111,3;6,89;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;;;;;50,22222222
P;15/05/2014;22;2;LL;0,06;6,04;39,45;0,1;5,36;89,88;LL_2;540;15/05/2014;121;7;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;;;;;32,22222222
P;15/05/2014;22;3;LL;0;18,73;36,7;6,49;37,24;157,04;LL_3;540;15/05/2014;133,7;6,87;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;;;;;60
P;15/05/2014;22;OA;OB;;;;;;;OB_OA;540;15/05/2014;429;7,21;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;9,027777778;0,444444444;27,63333333;13,89444444;3,444444444
P;15/05/2014;22;OA;OB15;;;;;;;OB15_OA;540;15/05/2014;784;7,82;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;10,08333333;0,222222222;18,72777778;14,35555556;5,666666667
P;15/05/2014;22;OA;BS;;;;;;;BS_OA;540;15/05/2014;422;8,35;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;17,91666667;0,055555556;15,53333333;14,51666667;0,111111111
P;15/05/2014;22;ZA;OB;;;;;;;OB_ZA;540;15/05/2014;429;7,21;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;9,027777778;0,444444444;27,63333333;13,89444444;3,444444444
P;15/05/2014;22;ZA;OB15;;;;;;;OB15_ZA;540;15/05/2014;784;7,82;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;10,08333333;0,222222222;18,72777778;14,35555556;5,666666667
P;15/05/2014;22;ZA;BS;;;;;;;BS_ZA;540;15/05/2014;422;8,35;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;17,91666667;0,055555556;15,53333333;14,51666667;0,111111111
P;15/05/2014;22;VS;OB;0,05;6,8;18,83;1,53;24,05;46,14;OB_VS;540;15/05/2014;429;7,21;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;9,027777778;0,444444444;27,63333333;13,89444444;3,444444444
P;15/05/2014;22;VS;OB15;0,56;32,97;29,83;22,53;52,83;33,81;OB15_VS;540;15/05/2014;784;7,82;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;10,08333333;0,222222222;18,72777778;14,35555556;5,666666667
P;15/05/2014;22;VS;BS;0,42;37,96;11,25;23,66;63,13;45,33;BS_VS;540;15/05/2014;422;8,35;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;17,91666667;0,055555556;15,53333333;14,51666667;0,111111111
P;13/06/2014;23;1;LL;0;0;11,6;0;5,25;45,66;LL_1;569;13/06/2014;158,2;7,1;13/06/2014;0,45625;66,125;17,625;4,18125;;;;;4
P;13/06/2014;23;2;LL;0;2,72;8,23;1,2;3,57;0;LL_2;569;13/06/2014;1743;7,09;13/06/2014;0,45625;66,125;17,625;4,18125;;;;;7,75
P;13/06/2014;23;3;LL;0;9,91;43,1;3,06;7,93;163,7;LL_3;569;13/06/2014;213;7,18;13/06/2014;0,45625;66,125;17,625;4,18125;;;;;13
P;13/06/2014;23;OA;OB;;;;;;;OB_OA;569;13/06/2014;250;7,27;13/06/2014;0,45625;66,125;17,625;4,18125;2,40625;0,0625;25,23125;18,175;0,125
P;13/06/2014;23;OA;OB15;;;;;;;OB15_OA;569;13/06/2014;514;7,97;13/06/2014;0,45625;66,125;17,625;4,18125;2,5625;0,03125;16,4875;18,8125;0,375
P;13/06/2014;23;OA;BS;;;;;;;BS_OA;569;13/06/2014;358;7,95;13/06/2014;0,45625;66,125;17,625;4,18125;3,875;0;13,1875;19,09375;0
P;13/06/2014;23;ZA;OB;;;;;;;OB_ZA;569;13/06/2014;250;7,27;13/06/2014;0,45625;66,125;17,625;4,18125;2,40625;0,0625;25,23125;18,175;0,125
P;13/06/2014;23;ZA;OB15;;;;;;;OB15_ZA;569;13/06/2014;514;7,97;13/06/2014;0,45625;66,125;17,625;4,18125;2,5625;0,03125;16,4875;18,8125;0,375
P;13/06/2014;23;ZA;BS;;;;;;;BS_ZA;569;13/06/2014;358;7,95;13/06/2014;0,45625;66,125;17,625;4,18125;3,875;0;13,1875;19,09375;0
P;13/06/2014;23;VS;OB;0;8;7,93;0;11,57;0;OB_VS;569;13/06/2014;250;7,27;13/06/2014;0,45625;66,125;17,625;4,18125;2,40625;0,0625;25,23125;18,175;0,125
P;13/06/2014;23;VS;OB15;0;19,71;8,4;14,9;18,83;92,66;OB15_VS;569;13/06/2014;514;7,97;13/06/2014;0,45625;66,125;17,625;4,18125;2,5625;0,03125;16,4875;18,8125;0,375
P;13/06/2014;23;VS;BS;0;7,34;0,75;6,63;21,47;66,73;BS_VS;569;13/06/2014;358;7,95;13/06/2014;0,45625;66,125;17,625;4,18125;3,875;0;13,1875;19,09375;0
P;11/07/2014;24;1;LL;0,01;12,6;58,25;5,49;5,25;170,33;LL_1;597;11/07/2014;72,7;6,99;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;;;;;117,4545455
P;11/07/2014;24;2;LL;0;4,54;22,6;2,41;0;51,68;LL_2;597;11/07/2014;71,8;6,87;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;;;;;68,54545455
P;11/07/2014;24;3;LL;0,04;0,94;17,9;0,77;0;41,83;LL_3;597;11/07/2014;92,8;6,72;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;;;;;84,54545455
P;11/07/2014;24;OA;OB;;;;;;;OB_OA;597;11/07/2014;155;6,81;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;13,31818182;1,181818182;24,04545455;20,01818182;31,63636364
P;11/07/2014;24;OA;OB15;;;;;;;OB15_OA;597;11/07/2014;347;7,48;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;10,27272727;0,272727273;16,09090909;20,60909091;30,36363636
P;11/07/2014;24;OA;BS;;;;;;;BS_OA;597;11/07/2014;220;7,67;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;28,54545455;0,545454545;14,48181818;20,97272727;12
P;11/07/2014;24;ZA;OB;;;;;;;OB_ZA;597;11/07/2014;155;6,81;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;13,31818182;1,181818182;24,04545455;20,01818182;31,63636364
P;11/07/2014;24;ZA;OB15;;;;;;;OB15_ZA;597;11/07/2014;347;7,48;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;10,27272727;0,272727273;16,09090909;20,60909091;30,36363636
P;11/07/2014;24;ZA;BS;;;;;;;BS_ZA;597;11/07/2014;220;7,67;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;28,54545455;0,545454545;14,48181818;20,97272727;12
P;11/07/2014;24;VS;OB;0,09;3,84;5,23;0,75;20,48;40,88;OB_VS;597;11/07/2014;155;6,81;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;13,31818182;1,181818182;24,04545455;20,01818182;31,63636364
P;11/07/2014;24;VS;OB15;0,01;5,76;5,45;3,09;1,75;18,65;OB15_VS;597;11/07/2014;347;7,48;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;10,27272727;0,272727273;16,09090909;20,60909091;30,36363636
P;11/07/2014;24;VS;BS;0,19;3,15;0;4,88;10,57;6,61;BS_VS;597;11/07/2014;220;7,67;11/07/2014;4,063636364;70,85454545;20,05454545;4,081818182;28,54545455;0,545454545;14,48181818;20,97272727;12
P;05/08/2014;25;1;LL;0,19;24,88;98,5;3,02;16,75;247,8;LL_1;622;05/08/2014;60,2;6,68;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;;;;;102,1538462
P;05/08/2014;25;2;LL;0,05;4,25;24,55;0;4,92;58,95;LL_2;622;05/08/2014;78,7;6,74;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;;;;;68,61538462
P;05/08/2014;25;3;LL;0,08;4,35;22,93;0,37;6,75;41,99;LL_3;622;05/08/2014;98;6,77;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;;;;;97,53846154
P;05/08/2014;25;OA;OB;;;;;;;OB_OA;622;05/08/2014;179;6,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;13,42307692;0,807692308;26,15384615;21,50769231;23,07692308
P;05/08/2014;25;OA;OB15;;;;;;;OB15_OA;622;05/08/2014;356;7,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;12,69230769;0,269230769;18,46153846;21,91538462;19,38461538
P;05/08/2014;25;OA;BS;;;;;;;BS_OA;622;05/08/2014;262;7,52;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;26,88461538;0,269230769;15,5;22,26923077;11,07692308
P;05/08/2014;25;ZA;OB;;;;;;;OB_ZA;622;05/08/2014;179;6,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;13,42307692;0,807692308;26,15384615;21,50769231;23,07692308
P;05/08/2014;25;ZA;OB15;;;;;;;OB15_ZA;622;05/08/2014;356;7,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;12,69230769;0,269230769;18,46153846;21,91538462;19,38461538
P;05/08/2014;25;ZA;BS;;;;;;;BS_ZA;622;05/08/2014;262;7,52;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;26,88461538;0,269230769;15,5;22,26923077;11,07692308
P;05/08/2014;25;VS;OB;0,12;3,31;4,45;0;13,56;36,99;OB_VS;622;05/08/2014;179;6,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;13,42307692;0,807692308;26,15384615;21,50769231;23,07692308
P;05/08/2014;25;VS;OB15;0;3,99;3,65;0;7,75;7,75;OB15_VS;622;05/08/2014;356;7,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;12,69230769;0,269230769;18,46153846;21,91538462;19,38461538
P;05/08/2014;25;VS;BS;0,2;2,34;6,05;1,32;9,39;26,09;BS_VS;622;05/08/2014;262;7,52;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;26,88461538;0,269230769;15,5;22,26923077;11,07692308
P;05/09/2014;26;1;LL;0;23,15;121,9;8,87;18,64;283,7;LL_1;653;05/09/2014;95,6;7,41;05/09/2014;0,3625;75,2125;15,2375;2,6;;;;;0,25
P;05/09/2014;26;2;LL;0;0;9,85;0,45;0;0;LL_2;653;05/09/2014;143;7,7;05/09/2014;0,3625;75,2125;15,2375;2,6;;;;;4,375
P;05/09/2014;26;3;LL;0;0;10,65;10,2;0,26;8,04;LL_3;653;05/09/2014;1523;7,51;05/09/2014;0,3625;75,2125;15,2375;2,6;;;;;13,25
P;05/09/2014;26;OA;OB;;;;;;;OB_OA;653;05/09/2014;195,2;7,7;05/09/2014;0,3625;75,2125;15,2375;2,6;0,90625;0;26,88125;16,40625;0
P;05/09/2014;26;OA;OB15;;;;;;;OB15_OA;653;05/09/2014;343;7,98;05/09/2014;0,3625;75,2125;15,2375;2,6;1,625;0;15,875;16,73125;0
P;05/09/2014;26;OA;BS;;;;;;;BS_OA;653;05/09/2014;242;7,85;05/09/2014;0,3625;75,2125;15,2375;2,6;1,59375;0;14,20625;16,85;0
P;05/09/2014;26;ZA;OB;;;;;;;OB_ZA;653;05/09/2014;195,2;7,7;05/09/2014;0,3625;75,2125;15,2375;2,6;0,90625;0;26,88125;16,40625;0
P;05/09/2014;26;ZA;OB15;;;;;;;OB15_ZA;653;05/09/2014;343;7,98;05/09/2014;0,3625;75,2125;15,2375;2,6;1,625;0;15,875;16,73125;0
P;05/09/2014;26;ZA;BS;;;;;;;BS_ZA;653;05/09/2014;242;7,85;05/09/2014;0,3625;75,2125;15,2375;2,6;1,59375;0;14,20625;16,85;0
P;05/09/2014;26;VS;OB;0;0;23,85;1,53;9,87;22,05;OB_VS;653;05/09/2014;195,2;7,7;05/09/2014;0,3625;75,2125;15,2375;2,6;0,90625;0;26,88125;16,40625;0
P;05/09/2014;26;VS;OB15;0;0;13,28;1,93;3;33,11;OB15_VS;653;05/09/2014;343;7,98;05/09/2014;0,3625;75,2125;15,2375;2,6;1,625;0;15,875;16,73125;0
P;05/09/2014;26;VS;BS;0;0;10,43;0,07;0;0,8;BS_VS;653;05/09/2014;242;7,85;05/09/2014;0,3625;75,2125;15,2375;2,6;1,59375;0;14,20625;16,85;0
P;02/10/2014;27;1;LL;0;5,71;27,38;0;3,74;56,76;LL_1;680;02/10/2014;81;7,04;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;;;;;13,45454545
P;02/10/2014;27;2;LL;0;5,44;18,15;0;2,23;52,48;LL_2;680;02/10/2014;100,8;7,43;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;;;;;6,181818182
P;02/10/2014;27;3;LL;0;6,23;35,18;0;8,65;86,43;LL_3;680;02/10/2014;103,8;7,5;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;;;;;3,818181818
P;02/10/2014;27;OA;OB;;;;;;;OB_OA;680;02/10/2014;226;7,62;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;2,636363636;0,090909091;29,70909091;14,98181818;1,818181818
P;02/10/2014;27;OA;OB15;;;;;;;OB15_OA;680;02/10/2014;446;8,23;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;3,136363636;0,045454545;19,33636364;15,34545455;1,272727273
P;02/10/2014;27;OA;BS;;;;;;;BS_OA;680;02/10/2014;486;8,03;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;4,363636364;0;16,40909091;15,49090909;0
P;02/10/2014;27;ZA;OB;;;;;;;OB_ZA;680;02/10/2014;226;7,62;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;2,636363636;0,090909091;29,70909091;14,98181818;1,818181818
P;02/10/2014;27;ZA;OB15;;;;;;;OB15_ZA;680;02/10/2014;446;8,23;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;3,136363636;0,045454545;19,33636364;15,34545455;1,272727273
P;02/10/2014;27;ZA;BS;;;;;;;BS_ZA;680;02/10/2014;486;8,03;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;4,363636364;0;16,40909091;15,49090909;0
P;02/10/2014;27;VS;OB;0;22,89;35,8;0,49;16,93;36,4;OB_VS;680;02/10/2014;226;7,62;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;2,636363636;0,090909091;29,70909091;14,98181818;1,818181818
P;02/10/2014;27;VS;OB15;0;1,44;6,25;0;0;0;OB15_VS;680;02/10/2014;446;8,23;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;3,136363636;0,045454545;19,33636364;15,34545455;1,272727273
P;02/10/2014;27;VS;BS;0;2,4;8,65;0;3,37;42,36;BS_VS;680;02/10/2014;486;8,03;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;4,363636364;0;16,40909091;15,49090909;0
P;06/11/2014;28;1;LL;0,06;7,87;40,3;3,01;5,25;80,39;LL_1;715;06/11/2014;78,7;7,02;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;;;;;61,36363636
P;06/11/2014;28;2;LL;0,08;0,25;1,75;0;0,98;8,7;LL_2;715;06/11/2014;86,9;7,13;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;;;;;19,81818182
P;06/11/2014;28;3;LL;0;2,86;15,08;0;0;47,94;LL_3;715;06/11/2014;106;7,44;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;;;;;19,18181818
P;06/11/2014;28;OA;OB;;;;;;;OB_OA;715;06/11/2014;256;7,32;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;8,25;0,409090909;31,25909091;12,66818182;3
P;06/11/2014;28;OA;OB15;;;;;;;OB15_OA;715;06/11/2014;333;8,13;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;3,409090909;0,090909091;19,89545455;12,95909091;4
P;06/11/2014;28;OA;BS;;;;;;;BS_OA;715;06/11/2014;195,7;7,81;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;16,38636364;0,022727273;16,88181818;13,03181818;0,090909091
P;06/11/2014;28;ZA;OB;;;;;;;OB_ZA;715;06/11/2014;256;7,32;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;8,25;0,409090909;31,25909091;12,66818182;3
P;06/11/2014;28;ZA;OB15;;;;;;;OB15_ZA;715;06/11/2014;333;8,13;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;3,409090909;0,090909091;19,89545455;12,95909091;4
P;06/11/2014;28;ZA;BS;;;;;;;BS_ZA;715;06/11/2014;195,7;7,81;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;16,38636364;0,022727273;16,88181818;13,03181818;0,090909091
P;06/11/2014;28;VS;OB;0,18;31,4;42,05;10,11;31,22;65,24;OB_VS;715;06/11/2014;256;7,32;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;8,25;0,409090909;31,25909091;12,66818182;3
P;06/11/2014;28;VS;OB15;0,27;0;0;1,41;1,46;0;OB15_VS;715;06/11/2014;333;8,13;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;3,409090909;0,090909091;19,89545455;12,95909091;4
P;06/11/2014;28;VS;BS;0,02;0,54;3,5;0,53;3,07;0;BS_VS;715;06/11/2014;195,7;7,81;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;16,38636364;0,022727273;16,88181818;13,03181818;0,090909091
P;04/12/2014;29;1;LL;0,2;18,01;70,93;6,33;10,89;166,28;LL_1;743;04/12/2014;135,4;7,45;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;12
P;04/12/2014;29;2;LL;0;1,61;5,6;0,06;0,83;8,2;LL_2;743;04/12/2014;126;7,73;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;2,933333333
P;04/12/2014;29;3;LL;0;7,91;24,55;3,5;3,12;54,14;LL_3;743;04/12/2014;178,2;7,51;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;5,466666667
P;04/12/2014;29;OA;OB;;;;;;;OB_OA;743;04/12/2014;198,8;7,81;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
P;04/12/2014;29;OA;OB15;;;;;;;OB15_OA;743;04/12/2014;274;8,05;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
P;04/12/2014;29;OA;BS;;;;;;;BS_OA;743;04/12/2014;253;7,82;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
P;04/12/2014;29;ZA;OB;;;;;;;OB_ZA;743;04/12/2014;198,8;7,81;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
P;04/12/2014;29;ZA;OB15;;;;;;;OB15_ZA;743;04/12/2014;274;8,05;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
P;04/12/2014;29;ZA;BS;;;;;;;BS_ZA;743;04/12/2014;253;7,82;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
P;04/12/2014;29;VS;OB;0,08;14,47;15,35;0,95;12,38;26,84;OB_VS;743;04/12/2014;198,8;7,81;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
P;04/12/2014;29;VS;OB15;0;0,98;5,85;1,05;1,1;0;OB15_VS;743;04/12/2014;274;8,05;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
P;04/12/2014;29;VS;BS;0;0,81;0;0,32;2,24;0;BS_VS;743;04/12/2014;253;7,82;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
P;29/10/2015;30;1;LL;0,13;51,25;218,95;20,95;20,32;559,53;LL_1;1072;29/10/2015;149,9;7,46;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;12
P;29/10/2015;30;2;LL;0;9,14;50,6;5,43;4,4;111,2;LL_2;1072;29/10/2015;124,5;7,34;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;2,933333333
P;29/10/2015;30;3;LL;0;9,18;72,89;4,75;4,7;148,16;LL_3;1072;29/10/2015;121,8;7,26;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;5,466666667
P;29/10/2015;30;OA;OB;0;9,42;54,81;5,5;4,08;95,88;OB_OA;1072;29/10/2015;195;7,55;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
P;29/10/2015;30;OA;OB15;0;0;5,97;1,39;0;19,08;OB15_OA;1072;29/10/2015;281;7,93;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
P;29/10/2015;30;OA;BS;;;;;;;BS_OA;1072;29/10/2015;176,5;7,69;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
P;29/10/2015;30;ZA;OB;;;;;;;OB_ZA;1072;29/10/2015;195;7,55;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
P;29/10/2015;30;ZA;OB15;;;;;;;OB15_ZA;1072;29/10/2015;281;7,93;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
P;29/10/2015;30;ZA;BS;;;;;;;BS_ZA;1072;29/10/2015;176,5;7,69;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
P;29/10/2015;30;VS;OB;0,24;4,26;25,11;5,43;6,42;26,31;OB_VS;1072;29/10/2015;195;7,55;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
P;29/10/2015;30;VS;OB15;0,29;1,04;16,63;5,85;5,83;4,5;OB15_VS;1072;29/10/2015;281;7,93;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
P;29/10/2015;30;VS;BS;0,05;0;8,34;1,74;35,33;6,38;BS_VS;1072;29/10/2015;176,5;7,69;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
