Type;Datum;Order;LysimeterType;Material;Cd;Cr;Cu;Ni;Pb;Zn;ID;Time;FecPrev2;EC;PH;FecPrev;Prec;Humidity;AirTemp;EvoTrans;Infiltration;Interflow;SoilMoisture;SoilTemp;SurfaceRunoff
D;21/11/2012;1;1;LL;;;;;;;LL_1;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;2;LL;0,2;2,55;25,3;2,6;8,2;38,15;LL_2;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;3;LL;0,25;4,05;33,6;4,3;4,66;56,25;LL_3;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;OA;OB;;;;;;;OB_OA;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;OA;OB15;;;;;;;OB15_OA;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;OA;BS;;;;;;;BS_OA;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;ZA;OB;;;;;;;OB_ZA;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;ZA;OB15;;;;;;;OB15_ZA;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;ZA;BS;;;;;;;BS_ZA;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;VS;OB;0,8;1,25;28,1;35,2;4,8;57,4;OB_VS;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;VS;OB15;0,35;1,8;14;7;9,3;18,1;OB15_VS;0;12/05/2012;;;;;;;;;;;;
D;21/11/2012;1;VS;BS;0,3;1,7;5,6;13,6;5,4;27,15;BS_VS;0;12/05/2012;;;;;;;;;;;;
D;11/12/2012;2;1;LL;0;3,3;13;2,8;3,9;46,35;LL_1;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;2;LL;0;4,1;11,1;3;2;43,2;LL_2;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;3;LL;0,05;5,85;15,8;2,3;4,2;63,95;LL_3;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;OA;OB;;;;;;;OB_OA;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;OA;OB15;0,1;3;10;1,7;2,7;27;OB15_OA;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;OA;BS;1,75;7,45;123,2;8,1;2,37;78,25;BS_OA;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;ZA;OB;0,35;3,8;45,3;4,3;14,9;40,65;OB_ZA;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;ZA;OB15;0,7;3,45;16,5;4,9;8,2;42,5;OB15_ZA;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;ZA;BS;0,15;4,65;12,9;2,7;2,8;25,2;BS_ZA;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;VS;OB;0,55;1,65;34,7;15,4;11,2;17,65;OB_VS;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;VS;OB15;0,4;2,35;6,3;6,5;9,9;8,1;OB15_VS;20;08/12/2012;;;;;;;;;;;;
D;11/12/2012;2;VS;BS;0,35;3,2;2,3;4,9;6,2;3;BS_VS;20;08/12/2012;;;;;;;;;;;;
D;23/01/2013;3;1;LL;0,15;3,4;11,3;0,8;2,9;33,2;LL_1;63;16/01/2013;121,9;7,61;23/01/2013;0;83,2625;-4,5875;0,25;;;;;0
D;23/01/2013;3;2;LL;0,2;2,35;9,5;1,4;3,9;32,25;LL_2;63;16/01/2013;;;23/01/2013;0;83,2625;-4,5875;0,25;;;;;0
D;23/01/2013;3;3;LL;0,05;2,8;10,9;1,4;4,5;38,2;LL_3;63;16/01/2013;167,9;7,51;23/01/2013;0;83,2625;-4,5875;0,25;;;;;0
D;23/01/2013;3;OA;OB;0,1;2,6;9,3;1,3;3,8;29,65;OB_OA;63;16/01/2013;797;7,92;23/01/2013;0;83,2625;-4,5875;0,25;0,3125;0;10,175;2,7875;0
D;23/01/2013;3;OA;OB15;0,2;2,15;7,9;0,9;3,3;29,35;OB15_OA;63;16/01/2013;421;8,16;23/01/2013;0;83,2625;-4,5875;0,25;0,125;0;7,225;2,525;0
D;23/01/2013;3;OA;BS;0,1;3,3;8,5;1;2,1;28,8;BS_OA;63;16/01/2013;442;8,34;23/01/2013;0;83,2625;-4,5875;0,25;0,125;0;7,8125;2,65;0
D;23/01/2013;3;ZA;OB;;;;;;;OB_ZA;63;16/01/2013;797;7,92;23/01/2013;0;83,2625;-4,5875;0,25;0,3125;0;10,175;2,7875;0
D;23/01/2013;3;ZA;OB15;0,35;6,65;65,6;17,1;9,5;32,25;OB15_ZA;63;16/01/2013;421;8,16;23/01/2013;0;83,2625;-4,5875;0,25;0,125;0;7,225;2,525;0
D;23/01/2013;3;ZA;BS;0,1;2,65;6,7;2,3;1,7;15,75;BS_ZA;63;16/01/2013;442;8,34;23/01/2013;0;83,2625;-4,5875;0,25;0,125;0;7,8125;2,65;0
D;23/01/2013;3;VS;OB;0,55;12,2;248,2;11,3;50,3;52,8;OB_VS;63;16/01/2013;797;7,92;23/01/2013;0;83,2625;-4,5875;0,25;0,3125;0;10,175;2,7875;0
D;23/01/2013;3;VS;OB15;0,2;1,9;14,8;3,2;1,1;4,25;OB15_VS;63;16/01/2013;421;8,16;23/01/2013;0;83,2625;-4,5875;0,25;0,125;0;7,225;2,525;0
D;23/01/2013;3;VS;BS;0,15;4,3;9,2;3,9;2,7;10,1;BS_VS;63;16/01/2013;442;8,34;23/01/2013;0;83,2625;-4,5875;0,25;0,125;0;7,8125;2,65;0
D;06/02/2013;4;1;LL;0,1;3,9;29,5;1,5;2,9;81,8;LL_1;77;29/01/2013;563;8,13;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;;;;;248,1428571
D;06/02/2013;4;2;LL;0,6;2;12,4;3,7;1,3;30,25;LL_2;77;29/01/2013;13030;7,55;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;;;;;37,42857143
D;06/02/2013;4;3;LL;0,15;2,75;32,3;2;5,2;118,6;LL_3;77;29/01/2013;469;7,9;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;;;;;91,42857143
D;06/02/2013;4;OA;OB;0,15;1,95;22,8;1,9;3,6;78,7;OB_OA;77;29/01/2013;;;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;18,46428571;1,392857143;21,85;3,65;56,85714286
D;06/02/2013;4;OA;OB15;0,05;2,05;19,9;2;3;64,25;OB15_OA;77;29/01/2013;0;7,69;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;17,5;0,285714286;18,15;3,85;20,14285714
D;06/02/2013;4;OA;BS;0,25;4,05;31;1,8;3,8;114,8;BS_OA;77;29/01/2013;33200;7,89;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;0,285714286;2,071428571;17;4,128571429;20,42857143
D;06/02/2013;4;ZA;OB;;;;;;;OB_ZA;77;29/01/2013;;;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;18,46428571;1,392857143;21,85;3,65;56,85714286
D;06/02/2013;4;ZA;OB15;;;;;;;OB15_ZA;77;29/01/2013;0;7,69;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;17,5;0,285714286;18,15;3,85;20,14285714
D;06/02/2013;4;ZA;BS;0,55;2,2;15;6,1;4,7;34,4;BS_ZA;77;29/01/2013;33200;7,89;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;0,285714286;2,071428571;17;4,128571429;20,42857143
D;06/02/2013;4;VS;OB;4,05;0,1;15,2;18,2;5,3;26,9;OB_VS;77;29/01/2013;;;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;18,46428571;1,392857143;21,85;3,65;56,85714286
D;06/02/2013;4;VS;OB15;1,35;1,35;11,8;6,3;3,4;8,9;OB15_VS;77;29/01/2013;0;7,69;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;17,5;0,285714286;18,15;3,85;20,14285714
D;06/02/2013;4;VS;BS;0,35;1,3;7;3,2;3,8;3,85;BS_VS;77;29/01/2013;33200;7,89;06/02/2013;2,714285714;86,72142857;0,75;0,335714286;0,285714286;2,071428571;17;4,128571429;20,42857143
D;21/02/2013;5;1;LL;0,35;5,3;9,1;3,1;3,3;56,7;LL_1;92;21/02/2013;24500;7,72;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;;;;;8
D;21/02/2013;5;2;LL;0,35;4,5;9,8;2,6;2,5;56,05;LL_2;92;21/02/2013;22000;7,66;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;;;;;8,8
D;21/02/2013;5;3;LL;0,35;2,9;14;3,9;3,7;60,6;LL_3;92;21/02/2013;37600;7,92;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;;;;;20,66666667
D;21/02/2013;5;OA;OB;;;;;;;OB_OA;92;21/02/2013;;;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;8,433333333;0,2;28,3;3,633333333;0,933333333
D;21/02/2013;5;OA;OB15;;;;;;;OB15_OA;92;21/02/2013;18020;7,77;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;11,06666667;0,3;19,71333333;3,8;0,8
D;21/02/2013;5;OA;BS;;;;;;;BS_OA;92;21/02/2013;19470;8,04;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;12,86666667;0,2;18,11333333;4,053333333;1,333333333
D;21/02/2013;5;ZA;OB;;;;;;;OB_ZA;92;21/02/2013;;;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;8,433333333;0,2;28,3;3,633333333;0,933333333
D;21/02/2013;5;ZA;OB15;0,35;3,5;4,5;3,6;7,6;4,2;OB15_ZA;92;21/02/2013;18020;7,77;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;11,06666667;0,3;19,71333333;3,8;0,8
D;21/02/2013;5;ZA;BS;;;;;;;BS_ZA;92;21/02/2013;19470;8,04;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;12,86666667;0,2;18,11333333;4,053333333;1,333333333
D;21/02/2013;5;VS;OB;0,9;1,45;15,2;4,1;9,5;9,5;OB_VS;92;21/02/2013;;;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;8,433333333;0,2;28,3;3,633333333;0,933333333
D;21/02/2013;5;VS;OB15;0,5;2,5;5,2;3,9;8,9;1,5;OB15_VS;92;21/02/2013;18020;7,77;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;11,06666667;0,3;19,71333333;3,8;0,8
D;21/02/2013;5;VS;BS;0,4;3,25;2,6;2,9;8,2;5,6;BS_VS;92;21/02/2013;19470;8,04;21/02/2013;0,746666667;88,57333333;-0,666666667;0,26;12,86666667;0,2;18,11333333;4,053333333;1,333333333
D;22/03/2013;6;1;LL;0,5;0,55;14,8;3,1;6,1;95,3;LL_1;121;21/03/2013;20900;7,51;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;;;;;4,8
D;22/03/2013;6;2;LL;0,55;4,25;15,3;2,8;6,2;83,95;LL_2;121;21/03/2013;25300;7,46;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;;;;;7,333333333
D;22/03/2013;6;3;LL;0,5;4,7;22,4;4,1;6,5;133,25;LL_3;121;21/03/2013;26600;7,55;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;;;;;27,86666667
D;22/03/2013;6;OA;OB;;;;;;;OB_OA;121;21/03/2013;22400;7;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;8,3;0,033333333;21,02;3,706666667;0
D;22/03/2013;6;OA;OB15;;;;;;;OB15_OA;121;21/03/2013;21300;7,85;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;9,033333333;0;13,42;3,746666667;0
D;22/03/2013;6;OA;BS;;;;;;;BS_OA;121;21/03/2013;24500;8,07;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;12,4;0;17,36666667;3,906666667;0
D;22/03/2013;6;ZA;OB;0,6;4,65;7,1;3,4;9,5;14,85;OB_ZA;121;21/03/2013;22400;7;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;8,3;0,033333333;21,02;3,706666667;0
D;22/03/2013;6;ZA;OB15;;;;;;;OB15_ZA;121;21/03/2013;21300;7,85;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;9,033333333;0;13,42;3,746666667;0
D;22/03/2013;6;ZA;BS;;;;;;;BS_ZA;121;21/03/2013;24500;8,07;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;12,4;0;17,36666667;3,906666667;0
D;22/03/2013;6;VS;OB;0,7;4,05;9,6;2,9;10,6;18,5;OB_VS;121;21/03/2013;22400;7;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;8,3;0,033333333;21,02;3,706666667;0
D;22/03/2013;6;VS;OB15;1,75;2,2;5,5;3,8;9,4;12,55;OB15_VS;121;21/03/2013;21300;7,85;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;9,033333333;0;13,42;3,746666667;0
D;22/03/2013;6;VS;BS;0,5;2,25;0,1;2,6;8;2,9;BS_VS;121;21/03/2013;24500;8,07;22/03/2013;0,546666667;78,02666667;-1,4;0,526666667;12,4;0;17,36666667;3,906666667;0
D;17/04/2013;7;1;LL;0,1;3,7;36,8;2,9;0;64,15;LL_1;147;17/04/2013;1951;7,46;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;;;;;30,42857143
D;17/04/2013;7;2;LL;0,25;4,2;30,2;2,4;0;45,5;LL_2;147;17/04/2013;1540;7,63;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;;;;;6,285714286
D;17/04/2013;7;3;LL;0,05;5,3;40;3,4;0,7;76;LL_3;147;17/04/2013;2790;7,47;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;;;;;19,85714286
D;17/04/2013;7;OA;OB;0,05;3,15;16,3;2;1,4;49,6;OB_OA;147;17/04/2013;14520;7,14;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;7,571428571;0,107142857;27,15714286;8,642857143;1,571428571
D;17/04/2013;7;OA;OB15;0;2,8;16,5;1,7;0,4;27;OB15_OA;147;17/04/2013;15510;7,9;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;5,142857143;0,035714286;15,86428571;9,207142857;2,571428571
D;17/04/2013;7;OA;BS;0,15;4,75;13,9;1,8;0;36,45;BS_OA;147;17/04/2013;6280;8,54;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;12,39285714;0,321428571;16,37857143;9,328571429;3,857142857
D;17/04/2013;7;ZA;OB;0,6;11,9;163,4;12,6;52,8;387,55;OB_ZA;147;17/04/2013;14520;7,14;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;7,571428571;0,107142857;27,15714286;8,642857143;1,571428571
D;17/04/2013;7;ZA;OB15;0,45;5,35;27,4;7;4,2;5,4;OB15_ZA;147;17/04/2013;15510;7,9;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;5,142857143;0,035714286;15,86428571;9,207142857;2,571428571
D;17/04/2013;7;ZA;BS;0,2;4,15;13,1;4,1;0,6;12,85;BS_ZA;147;17/04/2013;6280;8,54;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;12,39285714;0,321428571;16,37857143;9,328571429;3,857142857
D;17/04/2013;7;VS;OB;0,7;2,5;41,4;6;12,2;21,9;OB_VS;147;17/04/2013;14520;7,14;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;7,571428571;0,107142857;27,15714286;8,642857143;1,571428571
D;17/04/2013;7;VS;OB15;0,3;5,5;25,6;8,4;6,4;7,8;OB15_VS;147;17/04/2013;15510;7,9;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;5,142857143;0,035714286;15,86428571;9,207142857;2,571428571
D;17/04/2013;7;VS;BS;0,15;7,2;12;6,4;1,8;9,6;BS_VS;147;17/04/2013;6280;8,54;17/04/2013;0,635714286;73,59285714;7,721428571;1,971428571;12,39285714;0,321428571;16,37857143;9,328571429;3,857142857
D;21/05/2013;8;1;LL;0;5,5;22,7;2,2;0;35,4;LL_1;181;16/05/2013;233;7,08;21/05/2013;0,72;69,46666667;14,65333333;3,4;;;;;19,2
D;21/05/2013;8;2;LL;0,05;6,15;18,6;2;1,7;30,75;LL_2;181;16/05/2013;215;7,04;21/05/2013;0,72;69,46666667;14,65333333;3,4;;;;;11,46666667
D;21/05/2013;8;3;LL;0,05;7,2;29,8;2,7;0,3;48,6;LL_3;181;16/05/2013;338;7,13;21/05/2013;0,72;69,46666667;14,65333333;3,4;;;;;16,4
D;21/05/2013;8;OA;OB;0,2;2,35;28,7;2,8;2,6;11;OB_OA;181;16/05/2013;1046;7,4;21/05/2013;0,72;69,46666667;14,65333333;3,4;0,433333333;0,033333333;24,96;14,88;0,933333333
D;21/05/2013;8;OA;OB15;0;6,95;44,9;2,9;0,3;32,5;OB15_OA;181;16/05/2013;3720;8,28;21/05/2013;0,72;69,46666667;14,65333333;3,4;1,566666667;0,033333333;17,64666667;15,66666667;0,933333333
D;21/05/2013;8;OA;BS;0,1;4,8;27,4;3,4;3,5;55,35;BS_OA;181;16/05/2013;1233;8,66;21/05/2013;0,72;69,46666667;14,65333333;3,4;4;0,033333333;14,82666667;16,13333333;0,533333333
D;21/05/2013;8;ZA;OB;0,3;12,75;107,1;8,5;13,4;36,6;OB_ZA;181;16/05/2013;1046;7,4;21/05/2013;0,72;69,46666667;14,65333333;3,4;0,433333333;0,033333333;24,96;14,88;0,933333333
D;21/05/2013;8;ZA;OB15;0,2;13,55;83,8;15,4;3,8;55,95;OB15_ZA;181;16/05/2013;3720;8,28;21/05/2013;0,72;69,46666667;14,65333333;3,4;1,566666667;0,033333333;17,64666667;15,66666667;0,933333333
D;21/05/2013;8;ZA;BS;0,15;7,3;41,1;7,3;3,8;72,3;BS_ZA;181;16/05/2013;1233;8,66;21/05/2013;0,72;69,46666667;14,65333333;3,4;4;0,033333333;14,82666667;16,13333333;0,533333333
D;21/05/2013;8;VS;OB;0,15;8,6;73,6;5,1;6,6;47,9;OB_VS;181;16/05/2013;1046;7,4;21/05/2013;0,72;69,46666667;14,65333333;3,4;0,433333333;0,033333333;24,96;14,88;0,933333333
D;21/05/2013;8;VS;OB15;0,35;17,95;90,7;29,1;4,1;31,65;OB15_VS;181;16/05/2013;3720;8,28;21/05/2013;0,72;69,46666667;14,65333333;3,4;1,566666667;0,033333333;17,64666667;15,66666667;0,933333333
D;21/05/2013;8;VS;BS;0;10,25;14,2;11;2,2;14,7;BS_VS;181;16/05/2013;1233;8,66;21/05/2013;0,72;69,46666667;14,65333333;3,4;4;0,033333333;14,82666667;16,13333333;0,533333333
D;13/06/2013;9;1;LL;0,05;4,75;9,3;1,1;0;32,5;LL_1;204;13/06/2013;92,3;6,97;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;;;;;125,1304348
D;13/06/2013;9;2;LL;0,05;4,65;8,5;0,7;8,5;28,5;LL_2;204;13/06/2013;84,9;7,05;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;;;;;61,13043478
D;13/06/2013;9;3;LL;0;8,3;17,7;0,4;0;51,15;LL_3;204;13/06/2013;133,4;7,01;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;;;;;118,5217391
D;13/06/2013;9;OA;OB;0,05;3,7;16,9;1,4;1,6;45,15;OB_OA;204;13/06/2013;617;7,21;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;5,630434783;0,369565217;28,03913043;16,02173913;4,260869565
D;13/06/2013;9;OA;OB15;0;5,45;12,9;1,2;0;25,2;OB15_OA;204;13/06/2013;1293;8,28;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;8,913043478;0,326086957;19,66521739;16,88695652;11,13043478
D;13/06/2013;9;OA;BS;0;9,2;16,9;0;0;37,8;BS_OA;204;13/06/2013;471;8,96;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;28,91304348;0,673913043;15,6173913;16,96086957;4,956521739
D;13/06/2013;9;ZA;OB;0,15;4,85;52,9;2,6;6,9;24,55;OB_ZA;204;13/06/2013;617;7,21;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;5,630434783;0,369565217;28,03913043;16,02173913;4,260869565
D;13/06/2013;9;ZA;OB15;0,3;3,1;4,9;2,4;2,5;4,75;OB15_ZA;204;13/06/2013;1293;8,28;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;8,913043478;0,326086957;19,66521739;16,88695652;11,13043478
D;13/06/2013;9;ZA;BS;0;7,85;11,6;0;0;16,05;BS_ZA;204;13/06/2013;471;8,96;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;28,91304348;0,673913043;15,6173913;16,96086957;4,956521739
D;13/06/2013;9;VS;OB;0,15;10,8;144,5;6,2;15,1;41,65;OB_VS;204;13/06/2013;617;7,21;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;5,630434783;0,369565217;28,03913043;16,02173913;4,260869565
D;13/06/2013;9;VS;OB15;0;24,6;80,5;6,8;0;28,7;OB15_VS;204;13/06/2013;1293;8,28;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;8,913043478;0,326086957;19,66521739;16,88695652;11,13043478
D;13/06/2013;9;VS;BS;0;18,15;9,9;0;0;26,5;BS_VS;204;13/06/2013;471;8,96;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;28,91304348;0,673913043;15,6173913;16,96086957;4,956521739
D;14/06/2013;10;1;LL;0;1,3;8,8;0,9;2,2;19,5;LL_1;205;14/06/2013;68,6;7,38;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;;;;;125,1304348
D;14/06/2013;10;2;LL;0;2,6;8,4;1,3;0;29,25;LL_2;205;14/06/2013;67,1;7,72;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;;;;;61,13043478
D;14/06/2013;10;3;LL;0,1;1,95;11,8;1,1;1,9;24,3;LL_3;205;14/06/2013;73,3;7,41;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;;;;;118,5217391
D;14/06/2013;10;OA;OB;0;1,35;12,2;1;0,7;6,55;OB_OA;205;14/06/2013;220;7;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;5,630434783;0,369565217;28,03913043;16,02173913;4,260869565
D;14/06/2013;10;OA;OB15;0,1;1,45;11,8;1,2;3;17,15;OB15_OA;205;14/06/2013;971;8,08;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;8,913043478;0,326086957;19,66521739;16,88695652;11,13043478
D;14/06/2013;10;OA;BS;0,15;1,9;16,9;1,3;1,8;40;BS_OA;205;14/06/2013;659;8,91;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;28,91304348;0,673913043;15,6173913;16,96086957;4,956521739
D;14/06/2013;10;ZA;OB;0,25;3,5;58,1;3,2;10,8;48,9;OB_ZA;205;14/06/2013;220;7;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;5,630434783;0,369565217;28,03913043;16,02173913;4,260869565
D;14/06/2013;10;ZA;OB15;0,25;3,7;7,9;2,5;6;12,3;OB15_ZA;205;14/06/2013;971;8,08;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;8,913043478;0,326086957;19,66521739;16,88695652;11,13043478
D;14/06/2013;10;ZA;BS;0,2;1,2;11,2;5,5;5,1;25,15;BS_ZA;205;14/06/2013;659;8,91;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;28,91304348;0,673913043;15,6173913;16,96086957;4,956521739
D;14/06/2013;10;VS;OB;0,1;3,4;42,7;2,7;4,9;42,4;OB_VS;205;14/06/2013;220;7;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;5,630434783;0,369565217;28,03913043;16,02173913;4,260869565
D;14/06/2013;10;VS;OB15;0,15;9,75;45,7;9,5;2;10,7;OB15_VS;205;14/06/2013;971;8,08;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;8,913043478;0,326086957;19,66521739;16,88695652;11,13043478
D;14/06/2013;10;VS;BS;0;8,1;18,1;2,8;0;26,95;BS_VS;205;14/06/2013;659;8,91;13/06/2013;3,960869565;76,92608696;14,69130435;2,92173913;28,91304348;0,673913043;15,6173913;16,96086957;4,956521739
D;11/07/2013;11;1;LL;0,25;1,75;6;1,6;0;28,95;LL_1;232;11/07/2013;69,7;7,08;11/07/2013;0,98;73,43333333;17,69333333;3,34;;;;;50,53333333
D;11/07/2013;11;2;LL;0,2;3,2;9,5;2,8;0;26,3;LL_2;232;11/07/2013;93,7;7,15;11/07/2013;0,98;73,43333333;17,69333333;3,34;;;;;17,73333333
D;11/07/2013;11;3;LL;0,35;5,8;14,1;1,9;0;36,7;LL_3;232;11/07/2013;135;7,04;11/07/2013;0,98;73,43333333;17,69333333;3,34;;;;;26,26666667
D;11/07/2013;11;OA;OB;0,2;2,2;13,3;2;0;23,8;OB_OA;232;11/07/2013;367;7,41;11/07/2013;0,98;73,43333333;17,69333333;3,34;1,9;0,1;23,66;19,01333333;3,066666667
D;11/07/2013;11;OA;OB15;0,35;3,35;12,4;2;0;20,2;OB15_OA;232;11/07/2013;963;8,36;11/07/2013;0,98;73,43333333;17,69333333;3,34;2,466666667;0,1;17,40666667;19,72666667;3,6
D;11/07/2013;11;OA;BS;0,2;3,1;15;2,3;0,7;31,2;BS_OA;232;11/07/2013;356;8,37;11/07/2013;0,98;73,43333333;17,69333333;3,34;7,4;0,3;14,56666667;20;1,466666667
D;11/07/2013;11;ZA;OB;0,15;4;42,6;2,6;5,2;19;OB_ZA;232;11/07/2013;367;7,41;11/07/2013;0,98;73,43333333;17,69333333;3,34;1,9;0,1;23,66;19,01333333;3,066666667
D;11/07/2013;11;ZA;OB15;0,35;1,6;10,4;3,9;0;3,75;OB15_ZA;232;11/07/2013;963;8,36;11/07/2013;0,98;73,43333333;17,69333333;3,34;2,466666667;0,1;17,40666667;19,72666667;3,6
D;11/07/2013;11;ZA;BS;0,25;3,35;12,5;3,7;0,2;15,9;BS_ZA;232;11/07/2013;356;8,37;11/07/2013;0,98;73,43333333;17,69333333;3,34;7,4;0,3;14,56666667;20;1,466666667
D;11/07/2013;11;VS;OB;0,5;8,75;174,7;8,1;22,8;52,1;OB_VS;232;11/07/2013;367;7,41;11/07/2013;0,98;73,43333333;17,69333333;3,34;1,9;0,1;23,66;19,01333333;3,066666667
D;11/07/2013;11;VS;OB15;0,6;6,95;49;12,6;8,2;26;OB15_VS;232;11/07/2013;963;8,36;11/07/2013;0,98;73,43333333;17,69333333;3,34;2,466666667;0,1;17,40666667;19,72666667;3,6
D;11/07/2013;11;VS;BS;0,4;6,15;15,3;10,4;5,9;23,45;BS_VS;232;11/07/2013;356;8,37;11/07/2013;0,98;73,43333333;17,69333333;3,34;7,4;0,3;14,56666667;20;1,466666667
D;06/08/2013;12;1;LL;0,05;4,4;12,8;1,9;0;105,5;LL_1;258;06/08/2013;90,7;6,88;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;;;;;106,4444444
D;06/08/2013;12;2;LL;0,2;4;13;0;1,3;22,3;LL_2;258;06/08/2013;96,7;7,17;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;;;;;76,66666667
D;06/08/2013;12;3;LL;0,1;4,85;15,3;0;1,2;40,05;LL_3;258;06/08/2013;110,7;7,13;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;;;;;77,33333333
D;06/08/2013;12;OA;OB;0;4,3;16,7;2,3;0;29,2;OB_OA;258;06/08/2013;276;7,17;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;6,944444444;1,833333333;22,11111111;22,07777778;3,777777778
D;06/08/2013;12;OA;OB15;0,05;4,25;12,5;4,5;4,5;22,15;OB15_OA;258;06/08/2013;556;7,75;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;10,16666667;0,444444444;17,8;22,32222222;12,66666667
