"","date_time","vwc10cm","vwc20","vwc35","vwc50"
"462","11.07.2010 19:00",0.268,0.346,0.318,0.258
"463","11.07.2010 20:00",0.267,0.346,0.318,0.258
"464","11.07.2010 21:00",0.267,0.346,0.318,0.257
"465","11.07.2010 22:00",0.267,0.346,0.318,0.257
"466","11.07.2010 23:00",0.266,0.346,0.318,0.256
"467","12.07.2010 00:00",0.266,0.346,0.318,0.256
"468","12.07.2010 01:00",0.266,0.346,0.318,0.255
"469","12.07.2010 02:00",0.266,0.346,0.318,0.255
"470","12.07.2010 03:00",0.266,0.346,0.317,0.254
"471","12.07.2010 04:00",0.266,0.346,0.317,0.253
"472","12.07.2010 05:00",0.265,0.346,0.316,0.253
"473","12.07.2010 06:00",0.265,0.346,0.316,0.253
"474","12.07.2010 07:00",0.265,0.345,0.316,0.253
"475","12.07.2010 08:00",0.265,0.345,0.316,0.252
"476","12.07.2010 09:00",0.265,0.345,0.315,0.252
"477","12.07.2010 10:00",0.265,0.345,0.315,0.252
"478","12.07.2010 11:00",0.265,0.345,0.314,0.252
"479","12.07.2010 12:00",0.265,0.345,0.314,0.252
"480","12.07.2010 13:00",0.265,0.344,0.313,0.251
"481","12.07.2010 14:00",0.265,0.344,0.312,0.252
"482","12.07.2010 15:00",0.265,0.344,0.312,0.251
"483","12.07.2010 16:00",0.265,0.344,0.311,0.251
"484","12.07.2010 17:00",0.265,0.344,0.311,0.251
"485","12.07.2010 18:00",0.265,0.344,0.311,0.251
"486","12.07.2010 19:00",0.264,0.343,0.31,0.251
"487","12.07.2010 20:00",0.264,0.344,0.31,0.25
"488","12.07.2010 21:00",0.264,0.344,0.31,0.25
"489","12.07.2010 22:00",0.264,0.343,0.31,0.25
"490","12.07.2010 23:00",0.264,0.344,0.31,0.25
"491","13.07.2010 00:00",0.263,0.343,0.31,0.25
"492","13.07.2010 01:00",0.264,0.343,0.31,0.249
"493","13.07.2010 02:00",0.263,0.343,0.31,0.249
"494","13.07.2010 03:00",0.264,0.344,0.309,0.249
"495","13.07.2010 04:00",0.264,0.343,0.308,0.248
"496","13.07.2010 05:00",0.263,0.343,0.308,0.248
"497","13.07.2010 06:00",0.263,0.343,0.308,0.248
"498","13.07.2010 07:00",0.264,0.343,0.308,0.248
"499","13.07.2010 08:00",0.263,0.343,0.307,0.248
"500","13.07.2010 09:00",0.263,0.343,0.307,0.248
"501","13.07.2010 10:00",0.263,0.342,0.306,0.248
"502","13.07.2010 11:00",0.263,0.343,0.306,0.247
"503","13.07.2010 12:00",0.262,0.343,0.305,0.247
"504","13.07.2010 13:00",0.262,0.342,0.304,0.248
"505","13.07.2010 14:00",0.263,0.342,0.303,0.248
"506","13.07.2010 15:00",0.263,0.342,0.303,0.248
"507","13.07.2010 16:00",0.262,0.341,0.302,0.248
"508","13.07.2010 17:00",0.262,0.341,0.302,0.248
"509","13.07.2010 18:00",0.263,0.341,0.302,0.248
"510","13.07.2010 19:00",0.262,0.341,0.301,0.248
"511","13.07.2010 20:00",0.262,0.341,0.301,0.248
"512","13.07.2010 21:00",0.262,0.341,0.301,0.247
"513","13.07.2010 22:00",0.262,0.341,0.301,0.247
"514","13.07.2010 23:00",0.261,0.34,0.301,0.247
"515","14.07.2010 00:00",0.261,0.341,0.301,0.246
"516","14.07.2010 01:00",0.261,0.34,0.301,0.246
"517","14.07.2010 02:00",0.261,0.341,0.3,0.246
"518","14.07.2010 03:00",0.261,0.34,0.3,0.246
"519","14.07.2010 04:00",0.26,0.34,0.3,0.246
"520","14.07.2010 05:00",0.26,0.34,0.3,0.245
"521","14.07.2010 06:00",0.26,0.34,0.299,0.245
"522","14.07.2010 07:00",0.26,0.339,0.299,0.245
"523","14.07.2010 08:00",0.259,0.34,0.298,0.245
"524","14.07.2010 09:00",0.259,0.34,0.298,0.245
"525","14.07.2010 10:00",0.259,0.339,0.298,0.244
"526","14.07.2010 11:00",0.259,0.339,0.297,0.245
"527","14.07.2010 12:00",0.259,0.339,0.296,0.245
"528","14.07.2010 13:00",0.259,0.339,0.295,0.245
"529","14.07.2010 14:00",0.259,0.339,0.295,0.245
"530","14.07.2010 15:00",0.259,0.338,0.294,0.245
"531","14.07.2010 16:00",0.259,0.338,0.293,0.245
"532","14.07.2010 17:00",0.274,0.341,0.296,0.257
"533","14.07.2010 18:00",0.368,0.369,0.328,0.353
"534","14.07.2010 19:00",0.368,0.364,0.323,0.352
"535","14.07.2010 20:00",0.367,0.362,0.326,0.351
"536","14.07.2010 21:00",0.363,0.361,0.329,0.35
"537","14.07.2010 22:00",0.357,0.36,0.33,0.35
"538","14.07.2010 23:00",0.343,0.36,0.332,0.349
"539","15.07.2010 00:00",0.34,0.359,0.333,0.347
"540","15.07.2010 01:00",0.326,0.359,0.334,0.345
"541","15.07.2010 02:00",0.313,0.357,0.333,0.345
"542","15.07.2010 03:00",0.311,0.357,0.333,0.344
"543","15.07.2010 04:00",0.309,0.357,0.332,0.343
"544","15.07.2010 05:00",0.306,0.356,0.332,0.342
"545","15.07.2010 06:00",0.305,0.356,0.332,0.341
"546","15.07.2010 07:00",0.303,0.355,0.331,0.341
"547","15.07.2010 08:00",0.302,0.354,0.331,0.339
"548","15.07.2010 09:00",0.3,0.354,0.331,0.338
"549","15.07.2010 10:00",0.299,0.354,0.33,0.337
"550","15.07.2010 11:00",0.298,0.353,0.33,0.336
"551","15.07.2010 12:00",0.298,0.353,0.329,0.335
"552","15.07.2010 13:00",0.294,0.352,0.329,0.334
"553","15.07.2010 14:00",0.293,0.352,0.328,0.332
"554","15.07.2010 15:00",0.292,0.352,0.328,0.33
"555","15.07.2010 16:00",0.292,0.352,0.327,0.328
"556","15.07.2010 17:00",0.29,0.351,0.327,0.327
"557","15.07.2010 18:00",0.29,0.351,0.327,0.325
"558","15.07.2010 19:00",0.289,0.351,0.326,0.323
"559","15.07.2010 20:00",0.288,0.35,0.327,0.321
"560","15.07.2010 21:00",0.287,0.35,0.327,0.319
"561","15.07.2010 22:00",0.286,0.35,0.326,0.318
"562","15.07.2010 23:00",0.286,0.35,0.326,0.317
"563","16.07.2010 00:00",0.285,0.35,0.326,0.316
"564","16.07.2010 01:00",0.284,0.349,0.326,0.314
"565","16.07.2010 02:00",0.284,0.349,0.325,0.313
"566","16.07.2010 03:00",0.284,0.349,0.325,0.312
"567","16.07.2010 04:00",0.283,0.349,0.325,0.311
"568","16.07.2010 05:00",0.283,0.348,0.325,0.31
"569","16.07.2010 06:00",0.283,0.349,0.324,0.309
"570","16.07.2010 07:00",0.282,0.349,0.324,0.308
"571","16.07.2010 08:00",0.282,0.349,0.324,0.308
"572","16.07.2010 09:00",0.282,0.348,0.323,0.306
"573","16.07.2010 10:00",0.281,0.348,0.323,0.306
"574","16.07.2010 11:00",0.281,0.348,0.322,0.305
"575","16.07.2010 12:00",0.28,0.347,0.321,0.304
"576","16.07.2010 13:00",0.279,0.347,0.321,0.304
"577","16.07.2010 14:00",0.279,0.347,0.32,0.303
"578","16.07.2010 15:00",0.279,0.346,0.319,0.302
"579","16.07.2010 16:00",0.279,0.346,0.319,0.302
"580","16.07.2010 17:00",0.278,0.346,0.319,0.301
"581","16.07.2010 18:00",0.279,0.346,0.319,0.3
"582","16.07.2010 19:00",0.278,0.345,0.319,0.3
"583","16.07.2010 20:00",0.278,0.345,0.319,0.299
"584","16.07.2010 21:00",0.277,0.346,0.319,0.298
"585","16.07.2010 22:00",0.277,0.345,0.319,0.297
"586","16.07.2010 23:00",0.277,0.345,0.319,0.296
"587","17.07.2010 00:00",0.277,0.345,0.319,0.295
"588","17.07.2010 01:00",0.276,0.345,0.319,0.295
"589","17.07.2010 02:00",0.276,0.345,0.319,0.293
"590","17.07.2010 03:00",0.276,0.345,0.319,0.293
"591","17.07.2010 04:00",0.276,0.344,0.318,0.292
"592","17.07.2010 05:00",0.275,0.344,0.318,0.292
"593","17.07.2010 06:00",0.275,0.345,0.318,0.291
"594","17.07.2010 07:00",0.275,0.345,0.318,0.29
"595","17.07.2010 08:00",0.275,0.344,0.317,0.29
"596","17.07.2010 09:00",0.275,0.344,0.317,0.289
"597","17.07.2010 10:00",0.275,0.344,0.317,0.288
"598","17.07.2010 11:00",0.275,0.344,0.316,0.288
"599","17.07.2010 12:00",0.274,0.344,0.316,0.287
"600","17.07.2010 13:00",0.274,0.344,0.315,0.287
"601","17.07.2010 14:00",0.274,0.344,0.314,0.286
"602","17.07.2010 15:00",0.274,0.344,0.314,0.285
"603","17.07.2010 16:00",0.274,0.343,0.313,0.283
"604","17.07.2010 17:00",0.273,0.343,0.313,0.283
"605","17.07.2010 18:00",0.273,0.343,0.313,0.281
"606","17.07.2010 19:00",0.273,0.343,0.313,0.28
"607","17.07.2010 20:00",0.272,0.342,0.313,0.279
"608","17.07.2010 21:00",0.272,0.342,0.312,0.278
"609","17.07.2010 22:00",0.272,0.342,0.312,0.277
"610","17.07.2010 23:00",0.272,0.342,0.312,0.276
"611","18.07.2010 00:00",0.271,0.342,0.311,0.275
"612","18.07.2010 01:00",0.272,0.342,0.311,0.275
"613","18.07.2010 02:00",0.272,0.342,0.312,0.273
"614","18.07.2010 03:00",0.271,0.342,0.311,0.273
"615","18.07.2010 04:00",0.271,0.342,0.311,0.272
"616","18.07.2010 05:00",0.271,0.342,0.311,0.271
"617","18.07.2010 06:00",0.271,0.342,0.311,0.27
"618","18.07.2010 07:00",0.271,0.342,0.31,0.27
"619","18.07.2010 08:00",0.271,0.341,0.31,0.269
"620","18.07.2010 09:00",0.27,0.342,0.31,0.268
"621","18.07.2010 10:00",0.27,0.341,0.309,0.268
"622","18.07.2010 11:00",0.27,0.341,0.308,0.267
"623","18.07.2010 12:00",0.27,0.341,0.308,0.266
"624","18.07.2010 13:00",0.27,0.34,0.306,0.266
"625","18.07.2010 14:00",0.27,0.341,0.306,0.265
"626","18.07.2010 15:00",0.27,0.341,0.305,0.264
"627","18.07.2010 16:00",0.27,0.34,0.304,0.263
"628","18.07.2010 17:00",0.27,0.34,0.304,0.263
"629","18.07.2010 18:00",0.269,0.339,0.303,0.262
"630","18.07.2010 19:00",0.269,0.34,0.303,0.261
"631","18.07.2010 20:00",0.269,0.339,0.303,0.26
"632","18.07.2010 21:00",0.269,0.339,0.303,0.259
"633","18.07.2010 22:00",0.269,0.339,0.302,0.258
"634","18.07.2010 23:00",0.268,0.339,0.302,0.258
"635","19.07.2010 00:00",0.268,0.339,0.302,0.257
"636","19.07.2010 01:00",0.268,0.339,0.302,0.257
"637","19.07.2010 02:00",0.268,0.338,0.302,0.256
"638","19.07.2010 03:00",0.267,0.339,0.302,0.255
"639","19.07.2010 04:00",0.267,0.339,0.302,0.255
"640","19.07.2010 05:00",0.268,0.338,0.301,0.254
"641","19.07.2010 06:00",0.267,0.338,0.301,0.253
"642","19.07.2010 07:00",0.267,0.338,0.301,0.253
"643","19.07.2010 08:00",0.267,0.338,0.3,0.252
"644","19.07.2010 09:00",0.267,0.338,0.3,0.252
"645","19.07.2010 10:00",0.266,0.338,0.299,0.252
"646","19.07.2010 11:00",0.266,0.338,0.299,0.251
"647","19.07.2010 12:00",0.266,0.338,0.298,0.251
"648","19.07.2010 13:00",0.266,0.337,0.297,0.25
"649","19.07.2010 14:00",0.266,0.337,0.296,0.251
"650","19.07.2010 15:00",0.266,0.337,0.295,0.25
"651","19.07.2010 16:00",0.266,0.337,0.294,0.25
"652","19.07.2010 17:00",0.266,0.336,0.293,0.249
"653","19.07.2010 18:00",0.265,0.336,0.292,0.249
"654","19.07.2010 19:00",0.265,0.336,0.292,0.249
"655","19.07.2010 20:00",0.265,0.336,0.292,0.249
"656","19.07.2010 21:00",0.265,0.336,0.291,0.249
"657","19.07.2010 22:00",0.264,0.336,0.291,0.248
"658","19.07.2010 23:00",0.264,0.335,0.291,0.248
"659","20.07.2010 00:00",0.264,0.336,0.291,0.248
"660","20.07.2010 01:00",0.264,0.336,0.291,0.247
"661","20.07.2010 02:00",0.264,0.335,0.291,0.247
"662","20.07.2010 03:00",0.264,0.335,0.291,0.247
"663","20.07.2010 04:00",0.263,0.335,0.29,0.246
"664","20.07.2010 05:00",0.264,0.335,0.29,0.246
"665","20.07.2010 06:00",0.263,0.335,0.29,0.246
"666","20.07.2010 07:00",0.263,0.335,0.29,0.246
"667","20.07.2010 08:00",0.263,0.335,0.289,0.245
"668","20.07.2010 09:00",0.263,0.335,0.289,0.245
"669","20.07.2010 10:00",0.263,0.334,0.288,0.245
"670","20.07.2010 11:00",0.262,0.334,0.287,0.245
"671","20.07.2010 12:00",0.263,0.334,0.286,0.244
"672","20.07.2010 13:00",0.263,0.333,0.284,0.244
"673","20.07.2010 14:00",0.263,0.333,0.283,0.244
"674","20.07.2010 15:00",0.262,0.333,0.281,0.244
"675","20.07.2010 16:00",0.262,0.333,0.28,0.244
"676","20.07.2010 17:00",0.262,0.333,0.279,0.243
"677","20.07.2010 18:00",0.262,0.332,0.278,0.243
"678","20.07.2010 19:00",0.262,0.332,0.277,0.243
"679","20.07.2010 20:00",0.261,0.332,0.277,0.243
"680","20.07.2010 21:00",0.261,0.332,0.276,0.243
"681","20.07.2010 22:00",0.261,0.331,0.276,0.242
"682","20.07.2010 23:00",0.26,0.33,0.276,0.242
"683","21.07.2010 00:00",0.26,0.331,0.276,0.242
"684","21.07.2010 01:00",0.26,0.331,0.276,0.242
"685","21.07.2010 02:00",0.26,0.331,0.276,0.242
"686","21.07.2010 03:00",0.26,0.33,0.276,0.242
"687","21.07.2010 04:00",0.26,0.33,0.276,0.241
"688","21.07.2010 05:00",0.26,0.33,0.276,0.241
"689","21.07.2010 06:00",0.26,0.331,0.276,0.241
"690","21.07.2010 07:00",0.26,0.33,0.275,0.241
"691","21.07.2010 08:00",0.26,0.329,0.275,0.241
"692","21.07.2010 09:00",0.26,0.33,0.275,0.241
"693","21.07.2010 10:00",0.26,0.329,0.275,0.24
"694","21.07.2010 11:00",0.259,0.329,0.273,0.24
"695","21.07.2010 12:00",0.259,0.329,0.272,0.24
"696","21.07.2010 13:00",0.259,0.329,0.271,0.24
"697","21.07.2010 14:00",0.259,0.328,0.269,0.24
"698","21.07.2010 15:00",0.259,0.328,0.268,0.24
"699","21.07.2010 16:00",0.258,0.328,0.266,0.24
"700","21.07.2010 17:00",0.347,0.365,0.297,0.319
"701","21.07.2010 18:00",0.354,0.37,0.3,0.335
"702","21.07.2010 19:00",0.347,0.364,0.304,0.337
"703","21.07.2010 20:00",0.338,0.36,0.306,0.34
"704","21.07.2010 21:00",0.334,0.358,0.309,0.343
"705","21.07.2010 22:00",0.32,0.358,0.312,0.343
"706","21.07.2010 23:00",0.311,0.355,0.313,0.342
"707","22.07.2010 00:00",0.307,0.353,0.315,0.341
"708","22.07.2010 01:00",0.303,0.353,0.316,0.34
"709","22.07.2010 02:00",0.301,0.351,0.317,0.34
"710","22.07.2010 03:00",0.298,0.351,0.318,0.339
"711","22.07.2010 04:00",0.296,0.35,0.318,0.337
"712","22.07.2010 05:00",0.294,0.349,0.319,0.336
"713","22.07.2010 06:00",0.293,0.349,0.319,0.334
"714","22.07.2010 07:00",0.292,0.349,0.319,0.333
"715","22.07.2010 08:00",0.291,0.348,0.319,0.332
"716","22.07.2010 09:00",0.29,0.348,0.319,0.331
"717","22.07.2010 10:00",0.288,0.347,0.319,0.329
"718","22.07.2010 11:00",0.288,0.347,0.318,0.328
"719","22.07.2010 12:00",0.286,0.346,0.318,0.326
"720","22.07.2010 13:00",0.285,0.346,0.318,0.324
"721","22.07.2010 14:00",0.284,0.345,0.317,0.322
"722","22.07.2010 15:00",0.283,0.345,0.316,0.319
"723","22.07.2010 16:00",0.283,0.345,0.316,0.317
"724","22.07.2010 17:00",0.281,0.344,0.315,0.315
"725","22.07.2010 18:00",0.281,0.344,0.316,0.314
"726","22.07.2010 19:00",0.28,0.344,0.315,0.312
"727","22.07.2010 20:00",0.28,0.343,0.316,0.311
"728","22.07.2010 21:00",0.279,0.343,0.315,0.309
"729","22.07.2010 22:00",0.278,0.342,0.315,0.308
"730","22.07.2010 23:00",0.278,0.342,0.315,0.307
"731","23.07.2010 00:00",0.277,0.342,0.315,0.306
"732","23.07.2010 01:00",0.277,0.342,0.315,0.305
"733","23.07.2010 02:00",0.277,0.341,0.314,0.305
"734","23.07.2010 03:00",0.276,0.341,0.314,0.304
"735","23.07.2010 04:00",0.275,0.341,0.314,0.302
"736","23.07.2010 05:00",0.275,0.341,0.313,0.302
"737","23.07.2010 06:00",0.275,0.341,0.314,0.301
"738","23.07.2010 07:00",0.275,0.34,0.313,0.3
"739","23.07.2010 08:00",0.274,0.34,0.313,0.3
"740","23.07.2010 09:00",0.274,0.34,0.313,0.299
"741","23.07.2010 10:00",0.274,0.34,0.312,0.299
"742","23.07.2010 11:00",0.274,0.339,0.312,0.298
"743","23.07.2010 12:00",0.273,0.339,0.312,0.297
"744","23.07.2010 13:00",0.272,0.339,0.311,0.297
"745","23.07.2010 14:00",0.272,0.339,0.311,0.295
"746","23.07.2010 15:00",0.272,0.339,0.31,0.294
"747","23.07.2010 16:00",0.271,0.338,0.309,0.293
"748","23.07.2010 17:00",0.271,0.338,0.308,0.292
"749","23.07.2010 18:00",0.271,0.338,0.307,0.29
"750","23.07.2010 19:00",0.27,0.337,0.307,0.289
"751","23.07.2010 20:00",0.269,0.337,0.307,0.288
"752","23.07.2010 21:00",0.27,0.337,0.307,0.287
"753","23.07.2010 22:00",0.27,0.337,0.307,0.287
"754","23.07.2010 23:00",0.27,0.336,0.306,0.285
"755","24.07.2010 00:00",0.269,0.336,0.306,0.284
"756","24.07.2010 01:00",0.269,0.336,0.306,0.284
"757","24.07.2010 02:00",0.269,0.336,0.306,0.283
"758","24.07.2010 03:00",0.269,0.336,0.306,0.282
"759","24.07.2010 04:00",0.269,0.336,0.306,0.281
"760","24.07.2010 05:00",0.268,0.335,0.305,0.281
"761","24.07.2010 06:00",0.268,0.336,0.306,0.28
"762","24.07.2010 07:00",0.268,0.336,0.305,0.279
"763","24.07.2010 08:00",0.268,0.335,0.305,0.279
"764","24.07.2010 09:00",0.268,0.335,0.304,0.277
"765","24.07.2010 10:00",0.267,0.335,0.304,0.276
"766","24.07.2010 11:00",0.267,0.335,0.303,0.275
"767","24.07.2010 12:00",0.267,0.334,0.302,0.274
"768","24.07.2010 13:00",0.267,0.335,0.302,0.272
"769","24.07.2010 14:00",0.266,0.334,0.301,0.272
"770","24.07.2010 15:00",0.266,0.334,0.3,0.271
"771","24.07.2010 16:00",0.266,0.333,0.299,0.269
"772","24.07.2010 17:00",0.266,0.333,0.299,0.268
"773","24.07.2010 18:00",0.265,0.333,0.298,0.267
"774","24.07.2010 19:00",0.265,0.333,0.298,0.266
"775","24.07.2010 20:00",0.264,0.332,0.298,0.265
"776","24.07.2010 21:00",0.264,0.332,0.298,0.264
"777","24.07.2010 22:00",0.264,0.332,0.298,0.264
"778","24.07.2010 23:00",0.264,0.331,0.298,0.263
"779","25.07.2010 00:00",0.264,0.332,0.298,0.262
"780","25.07.2010 01:00",0.264,0.331,0.297,0.261
"781","25.07.2010 02:00",0.264,0.331,0.298,0.26
"782","25.07.2010 03:00",0.264,0.331,0.297,0.26
"783","25.07.2010 04:00",0.264,0.331,0.297,0.26
"784","25.07.2010 05:00",0.264,0.331,0.298,0.259
"785","25.07.2010 06:00",0.264,0.331,0.297,0.258
"786","25.07.2010 07:00",0.263,0.331,0.297,0.258
"787","25.07.2010 08:00",0.263,0.331,0.297,0.257
"788","25.07.2010 09:00",0.263,0.331,0.297,0.256
"789","25.07.2010 10:00",0.263,0.331,0.296,0.256
"790","25.07.2010 11:00",0.263,0.331,0.295,0.255
"791","25.07.2010 12:00",0.262,0.33,0.294,0.254
"792","25.07.2010 13:00",0.263,0.33,0.294,0.253
"793","25.07.2010 14:00",0.261,0.33,0.293,0.252
"794","25.07.2010 15:00",0.262,0.33,0.292,0.251
"795","25.07.2010 16:00",0.262,0.329,0.291,0.251
"796","25.07.2010 17:00",0.262,0.329,0.29,0.25
"797","25.07.2010 18:00",0.261,0.329,0.29,0.25
"798","25.07.2010 19:00",0.261,0.329,0.289,0.249
"799","25.07.2010 20:00",0.26,0.328,0.289,0.249
"800","25.07.2010 21:00",0.26,0.329,0.289,0.248
"801","25.07.2010 22:00",0.26,0.328,0.289,0.248
"802","25.07.2010 23:00",0.26,0.328,0.289,0.248
"803","26.07.2010 00:00",0.26,0.328,0.289,0.248
"804","26.07.2010 01:00",0.26,0.328,0.289,0.247
"805","26.07.2010 02:00",0.26,0.328,0.289,0.247
"806","26.07.2010 03:00",0.26,0.328,0.289,0.246
"807","26.07.2010 04:00",0.26,0.328,0.289,0.246
"808","26.07.2010 05:00",0.26,0.328,0.289,0.246
"809","26.07.2010 06:00",0.259,0.328,0.288,0.245
"810","26.07.2010 07:00",0.259,0.328,0.288,0.245
"811","26.07.2010 08:00",0.259,0.328,0.288,0.245
"812","26.07.2010 09:00",0.259,0.328,0.287,0.245
"813","26.07.2010 10:00",0.26,0.327,0.287,0.244
"814","26.07.2010 11:00",0.259,0.327,0.286,0.244
"815","26.07.2010 12:00",0.258,0.326,0.285,0.243
"816","26.07.2010 13:00",0.258,0.326,0.283,0.243
"817","26.07.2010 14:00",0.258,0.326,0.282,0.243
"818","26.07.2010 15:00",0.258,0.326,0.281,0.243
"819","26.07.2010 16:00",0.258,0.326,0.28,0.243
"820","26.07.2010 17:00",0.257,0.325,0.279,0.242
"821","26.07.2010 18:00",0.257,0.325,0.278,0.242
"822","26.07.2010 19:00",0.257,0.325,0.278,0.242
"823","26.07.2010 20:00",0.257,0.325,0.278,0.241
"824","26.07.2010 21:00",0.257,0.324,0.277,0.241
"825","26.07.2010 22:00",0.257,0.324,0.277,0.241
"826","26.07.2010 23:00",0.256,0.324,0.277,0.24
"827","27.07.2010 00:00",0.256,0.324,0.277,0.24
"828","27.07.2010 01:00",0.256,0.324,0.277,0.24
"829","27.07.2010 02:00",0.256,0.324,0.277,0.24
"830","27.07.2010 03:00",0.256,0.324,0.277,0.24
"831","27.07.2010 04:00",0.256,0.324,0.277,0.239
"832","27.07.2010 05:00",0.256,0.324,0.277,0.239
"833","27.07.2010 06:00",0.256,0.323,0.277,0.239
"834","27.07.2010 07:00",0.256,0.323,0.277,0.239
"835","27.07.2010 08:00",0.256,0.323,0.276,0.239
"836","27.07.2010 09:00",0.256,0.322,0.276,0.238
"837","27.07.2010 10:00",0.256,0.322,0.275,0.238
"838","27.07.2010 11:00",0.256,0.322,0.274,0.238
"839","27.07.2010 12:00",0.255,0.322,0.273,0.237
"840","27.07.2010 13:00",0.255,0.321,0.272,0.237
"841","27.07.2010 14:00",0.255,0.321,0.27,0.237
"842","27.07.2010 15:00",0.254,0.321,0.269,0.237
"843","27.07.2010 16:00",0.254,0.32,0.267,0.236
"844","27.07.2010 17:00",0.254,0.32,0.266,0.236
"845","27.07.2010 18:00",0.253,0.319,0.265,0.236
"846","27.07.2010 19:00",0.253,0.319,0.264,0.236
"847","27.07.2010 20:00",0.253,0.318,0.264,0.235
"848","27.07.2010 21:00",0.253,0.319,0.263,0.235
"849","27.07.2010 22:00",0.252,0.318,0.264,0.235
"850","27.07.2010 23:00",0.253,0.318,0.264,0.235
"851","28.07.2010 00:00",0.252,0.318,0.264,0.234
"852","28.07.2010 01:00",0.252,0.318,0.264,0.234
"853","28.07.2010 02:00",0.253,0.318,0.264,0.234
"854","28.07.2010 03:00",0.252,0.317,0.264,0.234
"855","28.07.2010 04:00",0.252,0.318,0.264,0.234
"856","28.07.2010 05:00",0.252,0.318,0.263,0.234
"857","28.07.2010 06:00",0.252,0.317,0.263,0.233
"858","28.07.2010 07:00",0.252,0.317,0.264,0.233
"859","28.07.2010 08:00",0.252,0.317,0.264,0.233
"860","28.07.2010 09:00",0.252,0.316,0.263,0.233
"861","28.07.2010 10:00",0.252,0.317,0.262,0.233
"862","28.07.2010 11:00",0.252,0.316,0.261,0.233
"863","28.07.2010 12:00",0.252,0.316,0.26,0.233
"864","28.07.2010 13:00",0.251,0.316,0.259,0.232
"865","28.07.2010 14:00",0.251,0.315,0.258,0.232
"866","28.07.2010 15:00",0.251,0.314,0.257,0.232
"867","28.07.2010 16:00",0.251,0.314,0.255,0.232
"868","28.07.2010 17:00",0.251,0.314,0.253,0.232
"869","28.07.2010 18:00",0.251,0.315,0.252,0.232
"870","28.07.2010 19:00",0.251,0.314,0.252,0.232
"871","28.07.2010 20:00",0.251,0.313,0.252,0.232
"872","28.07.2010 21:00",0.251,0.313,0.252,0.232
"873","28.07.2010 22:00",0.25,0.313,0.252,0.232
"874","28.07.2010 23:00",0.25,0.313,0.252,0.231
"875","29.07.2010 00:00",0.251,0.312,0.252,0.231
"876","29.07.2010 01:00",0.25,0.312,0.252,0.231
"877","29.07.2010 02:00",0.25,0.311,0.252,0.231
"878","29.07.2010 03:00",0.25,0.312,0.252,0.231
"879","29.07.2010 04:00",0.25,0.311,0.252,0.231
"880","29.07.2010 05:00",0.25,0.311,0.252,0.23
"881","29.07.2010 06:00",0.251,0.311,0.251,0.23
"882","29.07.2010 07:00",0.25,0.311,0.251,0.23
"883","29.07.2010 08:00",0.25,0.311,0.251,0.23
"884","29.07.2010 09:00",0.25,0.311,0.251,0.229
"885","29.07.2010 10:00",0.25,0.311,0.251,0.23
"886","29.07.2010 11:00",0.25,0.311,0.25,0.229
"887","29.07.2010 12:00",0.25,0.31,0.25,0.23
"888","29.07.2010 13:00",0.25,0.31,0.249,0.23
"889","29.07.2010 14:00",0.25,0.31,0.249,0.229
"890","29.07.2010 15:00",0.25,0.309,0.248,0.229
"891","29.07.2010 16:00",0.25,0.309,0.247,0.229
"892","29.07.2010 17:00",0.25,0.307,0.246,0.229
"893","29.07.2010 18:00",0.25,0.307,0.246,0.229
"894","29.07.2010 19:00",0.249,0.307,0.246,0.229
"895","29.07.2010 20:00",0.249,0.307,0.246,0.229
"896","29.07.2010 21:00",0.249,0.306,0.247,0.229
"897","29.07.2010 22:00",0.249,0.304,0.247,0.229
"898","29.07.2010 23:00",0.249,0.304,0.247,0.229
"899","30.07.2010 00:00",0.249,0.303,0.247,0.228
"900","30.07.2010 01:00",0.249,0.303,0.247,0.228
"901","30.07.2010 02:00",0.249,0.303,0.247,0.228
"902","30.07.2010 03:00",0.249,0.303,0.247,0.228
"903","30.07.2010 04:00",0.249,0.302,0.247,0.228
"904","30.07.2010 05:00",0.249,0.303,0.247,0.228
"905","30.07.2010 06:00",0.249,0.303,0.247,0.231
"906","30.07.2010 07:00",0.249,0.302,0.248,0.236
"907","30.07.2010 08:00",0.249,0.302,0.248,0.236
"908","30.07.2010 09:00",0.249,0.302,0.248,0.236
"909","30.07.2010 10:00",0.249,0.302,0.248,0.236
"910","30.07.2010 11:00",0.249,0.302,0.248,0.236
"911","30.07.2010 12:00",0.249,0.302,0.247,0.236
"912","30.07.2010 13:00",0.249,0.302,0.247,0.236
"913","30.07.2010 14:00",0.249,0.302,0.247,0.236
"914","30.07.2010 15:00",0.249,0.302,0.247,0.236
"915","30.07.2010 16:00",0.249,0.301,0.247,0.236
"916","30.07.2010 17:00",0.249,0.301,0.246,0.236
"917","30.07.2010 18:00",0.248,0.301,0.247,0.236
"918","30.07.2010 19:00",0.248,0.301,0.246,0.236
"919","30.07.2010 20:00",0.248,0.301,0.246,0.236
"920","30.07.2010 21:00",0.248,0.3,0.247,0.236
"921","30.07.2010 22:00",0.248,0.301,0.247,0.236
"922","30.07.2010 23:00",0.248,0.3,0.247,0.235
"923","31.07.2010 00:00",0.248,0.3,0.247,0.235
"924","31.07.2010 01:00",0.248,0.3,0.247,0.235
"925","31.07.2010 02:00",0.248,0.3,0.247,0.235
"926","31.07.2010 03:00",0.248,0.3,0.247,0.235
